feature,importance
FCF年份_T,3
NOPAT_T,3
溢价率上限_excel,3
NOPAT_T4,3
折旧_T1,3
NOPAT_T1,2
营业利润_YoY,2
最新交易日,2
子场景通过数,2
行业PE_120d增长,2
PB_vs_同行中位,1
个股PE_通过,1
行业PE_250d增长,1
NOPAT_T3,1
NOPAT_T2,1
行业PB_60d增长,1
FCF年份_T1,1
step1通过,1
行业波动率_总,1
锁定价当前价,1
step3通过,1
溢价率下限,0
Beta,0
sw_l1_code,0
行业PE_通过,0
sw_l2_name,0
综合趋势,0
sw_l2_code,0
sw_l1_name,0
市场指数_通过,0
财报年份,0
营业利润率,0
sw_l3_name,0
市场_above_MA250,0
定增建议参与,0
反向推算_通过,0
评级_T-4,0
评级_T-3,0
评级_T-2,0
参数构造_通过,0
评级_T-1,0
行情_时间匹配,0
修正PE估值_通过,0
营收增长率,0
行业PS,0
融资金额,0
锁定期,0
溢价率,0
无风险利率,0
评级_T,0
净资产负债表,0
净债务,0
DCF估值_通过,0
sw_l3_code,0
管理费用率,0
net_profit,0
短期借款,0
固定资产,0
无形资产,0
商誉,0
应收账款,0
存货,0
货币资金,0
股东权益,0
非流动负债,0
流动负债,0
总负债,0
非流动资产,0
流动资产,0
总资产,0
report_year,0
成长能力_趋势,0
盈利能力_趋势,0
营运资金变动_T,0
营运资金变动_T1,0
营运资金变动_T2,0
总分_趋势,0
FCF年份_T2,0
营运资金变动_T3,0
FCF年份_T3,0
溢价率下限_excel,0
营运资金变动_T4,0
总股本,0
长期借款,0
筹资活动现金流,0
应付债券,0
投资活动现金流,0
经营活动现金流小计,0
投资现金流,0
经营现金流,0
研发费用率_is,0
FCF年份_T4,0
销售费用率,0
净利润率_is,0
营业利润率_is,0
EBITDA,0
EBIT,0
基本EPS,0
rd_exp,0
fin_exp,0
admin_exp,0
sell_exp,0
归母净利润,0
利润总额,0
营业利润,0
营业收入,0
营业总收入,0
无形资产占比,0
商誉占总资产比,0
流动比率_bs,0
资产负债比,0
有效阈值数_excel,0
