feature,importance
总分_斜率,630
盈利能力_斜率,613
成长能力_斜率,568
一级行业,161
子场景通过数,107
DCF估值,60
市场指数,56
蒙特卡洛,53
修正PE估值,41
行业PE,39
个股PE,31
定增建议参与,28
反向推算,20
参数构造,0
