特征,系数(标准化后),影响,影响强度
营业利润_T2,-0.07758596807198234,↓负相关（高分→亏损）,★
NOPAT_T2,-0.07920730275299873,↓负相关（高分→亏损）,★
区间收益_250d,-0.07933427675474873,↓负相关（高分→亏损）,★
年化收益_250d,-0.07933427675474873,↓负相关（高分→亏损）,★
FCF_conversion,-0.09092222694719511,↓负相关（高分→亏损）,★
利润增长,-0.09286177396379752,↓负相关（高分→亏损）,★
波动率_120d,-0.09371667733726306,↓负相关（高分→亏损）,★
price_vs_MA250,-0.09681605726763484,↓负相关（高分→亏损）,★
FCF年份_T2,-0.10228977223593576,↓负相关（高分→亏损）,★
FCF年份_T1,-0.10228977223593576,↓负相关（高分→亏损）,★
FCF年份_T,-0.10228977223593576,↓负相关（高分→亏损）,★
现金流动负债比,-0.11233011652690103,↓负相关（高分→亏损）,★
同行PS_中位,-0.11488904576167613,↓负相关（高分→亏损）,★
利息资本化率,-0.11884299221220997,↓负相关（高分→亏损）,★
行业PB_250d增长,-0.12088378464136908,↓负相关（高分→亏损）,★
行业PE_250d增长,-0.12436457548568638,↓负相关（高分→亏损）,★
营业利润_加速,-0.12892222411657314,↓负相关（高分→亏损）,★
NOPAT_加速,-0.1292199562234689,↓负相关（高分→亏损）,★
PE_vs_行业,-0.13277928106593842,↓负相关（高分→亏损）,★
盈利能力_delta_1y,-0.13388261046867156,↓负相关（高分→亏损）,★
存货周转率,-0.13995647967543143,↓负相关（高分→亏损）,★
净利润_fcf_YoY,-0.14151385022275123,↓负相关（高分→亏损）,★
总资产周转率,-0.14205447325928883,↓负相关（高分→亏损）,★
行业波动率_20d,-0.1442700079286898,↓负相关（高分→亏损）,★
成长能力_T-3,-0.14471961503247344,↓负相关（高分→亏损）,★
抵抗_score,-0.14580161649045012,↓负相关（高分→亏损）,★
营收_CAGR2,-0.1535006887024275,↓负相关（高分→亏损）,★★
市场年化收益_120d,-0.1542203454907597,↓负相关（高分→亏损）,★★
行业胜率_20d,-0.15530556153278607,↓负相关（高分→亏损）,★★
行业PB,-0.16041641696677658,↓负相关（高分→亏损）,★★
行业MA20,-0.16610049023952098,↓负相关（高分→亏损）,★★
胜率_120d,-0.16739547731351642,↓负相关（高分→亏损）,★★
行业胜率_250d,-0.16765157590524168,↓负相关（高分→亏损）,★★
净资产增长,-0.16955984476879912,↓负相关（高分→亏损）,★★
成长能力_T-1,-0.16959370116067185,↓负相关（高分→亏损）,★★
行业PB_120d增长,-0.1729037608910168,↓负相关（高分→亏损）,★★
成长能力_delta_4y,-0.18534880572064438,↓负相关（高分→亏损）,★★
数据天数,-0.19581148109749413,↓负相关（高分→亏损）,★★
年化收益_120d,-0.2009387190250394,↓负相关（高分→亏损）,★★
NOPAT_margin,-0.20891034944960146,↓负相关（高分→亏损）,★★
行业年化收益_120d,-0.21670999076610262,↓负相关（高分→亏损）,★★
行业区间收益_120d,-0.21688505204844222,↓负相关（高分→亏损）,★★
净利率,-0.22195193291542428,↓负相关（高分→亏损）,★★
同行市值_中位,-0.22527323101413563,↓负相关（高分→亏损）,★★
FCF年份_T3,-0.22936525476583208,↓负相关（高分→亏损）,★★
营收_T4,-0.23356685769626157,↓负相关（高分→亏损）,★★
市场波动率比值,-0.24063196919757943,↓负相关（高分→亏损）,★★
NOPAT_CAGR2,-0.2517336787211529,↓负相关（高分→亏损）,★★
营业利润_CAGR2,-0.2517970712692458,↓负相关（高分→亏损）,★★
MA20,-0.2568574192107834,↓负相关（高分→亏损）,★★
成长能力_delta_1y,-0.25773466481252616,↓负相关（高分→亏损）,★★
区间收益_60d,-0.26205534717503154,↓负相关（高分→亏损）,★★
FCF_T3,-0.2634339060565909,↓负相关（高分→亏损）,★★
波动率_250d,-0.2648944164064497,↓负相关（高分→亏损）,★★
price_vs_MA20,-0.2707213316552623,↓负相关（高分→亏损）,★★
毛利率,-0.2750919061316411,↓负相关（高分→亏损）,★★
总分_T-2,-0.27558779680914625,↓负相关（高分→亏损）,★★
FCF_T2,-0.28949788312348157,↓负相关（高分→亏损）,★★
price_vs_MA120,-0.28983823369566697,↓负相关（高分→亏损）,★★
NOPAT_3年斜率,-0.29186461023127397,↓负相关（高分→亏损）,★★
行业MA120,-0.2986623072117844,↓负相关（高分→亏损）,★★
FCF_T,-0.33336932329782787,↓负相关（高分→亏损）,★★★
FCF_加速,-0.373898033156711,↓负相关（高分→亏损）,★★★
折旧_T4,-0.3750810204335905,↓负相关（高分→亏损）,★★★
盈利能力_斜率,-0.37545099766743706,↓负相关（高分→亏损）,★★★
总分_T,-0.3820131029538945,↓负相关（高分→亏损）,★★★
总分_delta_1y,-0.3852578402081991,↓负相关（高分→亏损）,★★★
FCF_T1,-0.40145161923702444,↓负相关（高分→亏损）,★★★
同行PB_中位,-0.4238316199415788,↓负相关（高分→亏损）,★★★
MA60,-0.44119376177247627,↓负相关（高分→亏损）,★★★
总分_T-1,-0.4414050535719552,↓负相关（高分→亏损）,★★★
均价_all,-0.44149826973137324,↓负相关（高分→亏损）,★★★
同行PB_均值,-0.44613141162464093,↓负相关（高分→亏损）,★★★
NOPAT_T3,-0.45893616704373036,↓负相关（高分→亏损）,★★★
营业利润_T3,-0.45893616704373036,↓负相关（高分→亏损）,★★★
中位价,-0.4637479682560676,↓负相关（高分→亏损）,★★★
报价日MA20,-0.4650501767580725,↓负相关（高分→亏损）,★★★
资本支出_T,-0.4692234050938558,↓负相关（高分→亏损）,★★★
波动率_60d,-0.4712860280436586,↓负相关（高分→亏损）,★★★
盈利能力_T-1,-0.4875390420530211,↓负相关（高分→亏损）,★★★
成长能力_斜率,-0.5090391325277048,↓负相关（高分→亏损）,★★★
成长能力_T-4,-0.5536491079573992,↓负相关（高分→亏损）,★★★
FCF_T4,-0.5914148532954677,↓负相关（高分→亏损）,★★★
同行PE_均值,-0.639463102986942,↓负相关（高分→亏损）,★★★
折旧_T1,-0.7296941420595159,↓负相关（高分→亏损）,★★★
PS_vs_同行均值,-0.7421188872909684,↓负相关（高分→亏损）,★★★
营收_T3,-0.9169954391364492,↓负相关（高分→亏损）,★★★
资本支出_T2,-0.9302084058303013,↓负相关（高分→亏损）,★★★
PB_vs_行业,-0.9657667763845649,↓负相关（高分→亏损）,★★★
