feature,importance
邀请日,160
市场波动率_120d,104
市场波动率比值,64
波动率_60d,61
波动率_250d,59
行业年化收益_60d,57
盈利能力_delta_1y,55
行业胜率_120d,54
个股PB,53
净资产增长,50
同行市值_均值,49
同行PE_中位,48
现金利息负债比,47
price_vs_MA20,45
price_vs_MA250,42
总分_delta_1y,39
同行PS_中位,39
年化收益_20d,38
同行公司数,38
price_vs_MA120,37
资本支出_T4,36
利息资本化率,35
盈利能力_T,34
毛利率,34
行业波动率_250d,34
最新交易日,33
净利增长,33
数据天数,32
营收_YoY,32
盈利能力_delta_2y,31
成长能力_delta_2y,31
研发费用率,31
成长能力_delta_1y,31
行业年化收益_20d,30
MA120,30
价格标准差,30
FCF_加速,30
capex_intensity,30
PB_vs_同行均值,29
总资产周转率,28
行业PB_120d增长,28
行业PB,27
市场距离MA250,27
净利润,27
行业波动率_20d,27
年化收益_250d,27
总分_T-4,27
区间收益_60d,27
行业波动率_120d,26
净利率,26
成长能力_T-1,26
个股PE,26
年化收益_120d,26
总分_delta_2y,25
capex_to_dep,25
vol_ratio_60_250,25
总分_T-3,25
速动比率,24
应收账款周转率,24
FCF_T3,24
资产负债率,23
营收_T,23
营收_3年斜率,23
同行PE_均值,22
营收_CAGR2,22
盈利能力_T-4,22
行业年化收益_250d,22
胜率_120d,22
FCF_T2,22
成长能力_T-2,22
总分_T-2,22
市场胜率_120d,22
资本支出_CAGR2,21
同行PB_均值,21
行业PB_250d增长,21
return_acceleration,21
已获利息倍数,21
个股PS,20
胜率_250d,20
行业PE,20
现金流动负债比,20
同行市值_中位,20
波动率_20d,20
price_vs_MA60,19
PE_vs_同行均值,19
ROA,19
行业区间收益_60d,19
盈利能力_T-3,19
NOPAT_CAGR2,19
总资产净利率,18
行业年化收益_120d,18
FCF_T1,18
盈利能力_T-1,18
行业区间收益_20d,18
年化收益_60d,18
行业波动率_60d,18
ROE,18
波动率,17
MA60,17
NOPAT_加速,17
市场年化收益_120d,16
FCF_T4,16
同行PB_中位,16
FCF_YoY,16
当前价,16
总分_delta_4y,16
PE_vs_同行中位,16
成长能力_T,16
总营收增长,15
成长能力_T-4,15
营业利润_T4,15
存货周转率,15
PB_vs_行业,15
流动比率,15
MA30,15
资本支出_T3,14
漂移率,14
净利润_fcf_T1,14
报价日价格,14
营收_T1,14
资本支出_YoY,14
同行PS_均值,14
营收_加速,14
总分_T-1,13
行业MA250,13
行业胜率_250d,13
流动资产周转率,13
NOPAT_YoY,13
净利润_fcf_T4,12
FCF_3年斜率,12
盈利能力_斜率,12
营业利润_T,12
vol_ratio_20_60,12
资本支出_T2,12
MA20,12
行业级别,12
中位价,11
净利润_fcf_T3,11
行业胜率_60d,11
FCF_T,11
FCF_conversion,11
扣非净利增长,10
PS_vs_同行均值,10
行业MA120,10
利润增长,10
MA250,10
盈利能力_delta_4y,10
净利润_fcf_加速,10
盈利能力_T-2,10
成长能力_delta_4y,9
营收增长,9
折旧_T2,9
产权比率,9
区间收益_120d,9
折旧_T4,8
同行PE_标准差,8
蒙特卡洛_通过,8
波动率_120d,8
PB_vs_同行中位,8
胜率_60d,8
折旧_T,8
成长能力_T-3,8
行业总天数,8
区间收益_20d,8
总分_斜率,7
PE_vs_行业,7
成长能力_斜率,7
行业区间收益_120d,7
净利润_fcf_T2,7
营业利润_T2,7
行业波动率_总,6
ROE摊薄,6
折旧_T1,6
ROE增长,6
营收_T4,6
区间收益_250d,6
行业MA60,6
报价日MA20,6
总分_T,6
资本支出_加速,6
均价_all,6
NOPAT_T4,6
FCF_CAGR2,5
FCF_margin,5
NOPAT_3年斜率,5
折旧_T3,5
营业利润_T1,5
行业区间收益_250d,4
胜率_20d,4
行业PB_60d增长,4
资本支出_T1,4
NOPAT_T2,4
NOPAT_margin,4
营收_T2,4
行业胜率_20d,4
行业漂移率,4
锁定价当前价,3
营收增长2,3
营业利润_YoY,3
营业利润_CAGR2,3
营业利润_T3,3
营收_T3,3
FCF年份_T,3
净利润_fcf_YoY,3
修正PE估值_通过,2
子场景通过数,2
资本支出_T,2
净利润_fcf_CAGR2,2
净利润_fcf_T,2
行业PE_250d增长,2
NOPAT_T3,2
NOPAT_T,2
溢价率上限,2
step1通过,2
个股PE_通过,2
营业利润_加速,1
FCF年份_T3,1
行业PE_60d增长,1
step3通过,1
评级_T-2,0
投资现金流,0
经营活动现金流小计,0
投资活动现金流,0
筹资活动现金流,0
net_profit,0
评级_T-3,0
有效阈值数,0
评级_T-4,0
溢价率下限,0
Beta,0
营业利润率,0
营收增长率,0
溢价率,0
无风险利率,0
行业PE_120d增长,0
评级_T-1,0
研发费用率_is,0
行情_时间匹配,0
定增建议参与,0
行业PS,0
净债务,0
评级_T,0
市场_above_MA250,0
融资金额,0
锁定期,0
净资产负债表,0
经营现金流,0
综合趋势,0
管理费用率,0
销售费用率,0
流动资产,0
总资产,0
report_year,0
step2通过,0
反向推算_通过,0
总分_趋势,0
参数构造_通过,0
盈利能力_趋势,0
DCF估值_通过,0
行业MA20,0
财报年份,0
FCF年份_T4,0
sw_l1_code,0
营运资金变动_T4,0
成长能力_趋势,0
sw_l1_name,0
sw_l2_code,0
sw_l2_name,0
营运资金变动_T3,0
sw_l3_code,0
FCF年份_T2,0
sw_l3_name,0
营运资金变动_T2,0
FCF年份_T1,0
行业PE_通过,0
营运资金变动_T1,0
NOPAT_T1,0
市场指数_通过,0
营运资金变动_T,0
非流动资产,0
总负债,0
流动负债,0
营业总收入,0
净利润率_is,0
营业利润率_is,0
EBITDA,0
EBIT,0
基本EPS,0
rd_exp,0
fin_exp,0
admin_exp,0
sell_exp,0
归母净利润,0
利润总额,0
营业利润,0
营业收入,0
无形资产占比,0
非流动负债,0
商誉占总资产比,0
流动比率_bs,0
资产负债比,0
应付债券,0
长期借款,0
短期借款,0
固定资产,0
无形资产,0
商誉,0
应收账款,0
存货,0
货币资金,0
股东权益,0
总股本,0
