股票代码,股票简称,报价日,报价日价格,一级行业,二级行业,三级行业,总分_斜率,总分_趋势,盈利能力_斜率,盈利能力_趋势,成长能力_斜率,成长能力_趋势,综合趋势,溢价率上限,定增决策,7个月涨跌幅,标签_盈利_0,标签_盈利_-10,标签_盈利_-20,7个月后价格,最终结论,总分_T-4,评级_T-4,盈利能力_T-4,成长能力_T-4,总分_T-3,评级_T-3,盈利能力_T-3,成长能力_T-3,总分_T-2,评级_T-2,盈利能力_T-2,成长能力_T-2,总分_T-1,评级_T-1,盈利能力_T-1,成长能力_T-1,总分_T,评级_T,盈利能力_T,成长能力_T,波动率_20d,年化收益_20d,区间收益_20d,胜率_20d,波动率_60d,年化收益_60d,区间收益_60d,胜率_60d,波动率_120d,年化收益_120d,区间收益_120d,胜率_120d,波动率_250d,年化收益_250d,区间收益_250d,胜率_250d,MA20,MA30,MA60,MA120,MA250,当前价,均价_all,中位价,价格标准差,漂移率,波动率,数据天数,报价日_md,邀请日,个股PE,个股PB,个股PS,行业PE,行业PB,行业代码,行业名称,营收_T,营业利润_T,净利润_fcf_T,NOPAT_T,折旧_T,资本支出_T,FCF_T,FCF年份_T,营收_T1,营业利润_T1,净利润_fcf_T1,NOPAT_T1,折旧_T1,资本支出_T1,FCF_T1,FCF年份_T1,营收_T2,营业利润_T2,净利润_fcf_T2,NOPAT_T2,折旧_T2,资本支出_T2,FCF_T2,FCF年份_T2,营收_T3,营业利润_T3,净利润_fcf_T3,NOPAT_T3,折旧_T3,资本支出_T3,FCF_T3,FCF年份_T3,营收_T4,营业利润_T4,净利润_fcf_T4,NOPAT_T4,折旧_T4,资本支出_T4,FCF_T4,FCF年份_T4,FCF_3年斜率,营收_3年斜率,NOPAT_3年斜率,报价日MA20,锁定价当前价,定价方式,净利润,行业波动率_20d,行业年化收益_20d,行业区间收益_20d,行业胜率_20d,行业波动率_60d,行业年化收益_60d,行业区间收益_60d,行业胜率_60d,行业波动率_120d,行业年化收益_120d,行业区间收益_120d,行业胜率_120d,行业波动率_250d,行业年化收益_250d,行业区间收益_250d,行业胜率_250d,行业MA20,行业MA60,行业MA120,行业MA250,行业漂移率,行业波动率_总,行业总天数,同行公司数,同行PE_均值,同行PE_中位,同行PE_标准差,同行PB_均值,同行PB_中位,同行PS_均值,同行PS_中位,同行市值_均值,同行市值_中位,流动比率,速动比率,存货周转率,应收账款周转率,流动资产周转率,总资产周转率,ROA,总资产净利率,ROE,ROE摊薄,现金流动负债比,现金利息负债比,净利率,毛利率,资产负债率,利息资本化率,产权比率,已获利息倍数,研发费用率,营收增长,利润增长,净利增长,扣非净利增长,ROE增长,总营收增长,营收增长2,净资产增长,营收_YoY,营收_CAGR2,营收_加速,NOPAT_YoY,NOPAT_CAGR2,NOPAT_加速,FCF_YoY,FCF_CAGR2,FCF_加速,营业利润_YoY,营业利润_CAGR2,营业利润_加速,净利润_fcf_YoY,净利润_fcf_CAGR2,净利润_fcf_加速,资本支出_YoY,资本支出_CAGR2,资本支出_加速,FCF_margin,FCF_conversion,capex_to_dep,capex_intensity,NOPAT_margin,总分_delta_1y,总分_delta_2y,总分_delta_4y,盈利能力_delta_1y,盈利能力_delta_2y,盈利能力_delta_4y,成长能力_delta_1y,成长能力_delta_2y,成长能力_delta_4y,PE_vs_行业,PB_vs_行业,PE_vs_同行均值,PE_vs_同行中位,PB_vs_同行均值,PB_vs_同行中位,PS_vs_同行均值,vol_ratio_20_60,vol_ratio_60_250,return_acceleration,price_vs_MA20,price_vs_MA60,price_vs_MA120,price_vs_MA250,行业PE_60d增长,行业PB_60d增长,行业PE_120d增长,行业PB_120d增长,行业PE_250d增长,行业PB_250d增长,市场波动率_120d,市场年化收益_120d,市场胜率_120d,市场距离MA250,市场波动率比值,三浪_score,三浪_gain,三浪_retr,抵抗_score,抵抗_corr_div_stock,月线MA10_slope3%,月线趋势向上,大盘MA10_slope3%
000021.SZ,深科技,20210421.0,18.51,电子,消费电子,消费电子零部件及组装,-1.42,通过,-0.13,通过,-0.41,通过,通过,-0.1,建议参与本次定向增发,-13.0316,0.0,0.0,1.0,15.95,通过,67.2,较差,18.0,18.0,61.3,较差,16.35,14.5,57.35,差,15.45,13.25,66.12,较差,18.9,18.88,57.7,差,16.05,13.75,0.2309,-0.6589,-0.0527,0.4,0.4082,-0.399,-0.0957,0.4333,0.3654,-0.312,-0.1497,0.475,0.4761,-0.0571,-0.0571,0.508,19.3,19.58,20.5,20.53,22.7,18.51,20.35,20.56,3.6,-0.399,0.4082,332.0,20210421.0,20210418.0,32.357,3.5976,1.8226,37.4,5.01,850854.SI,消费电子零部件及组装,132.2381881508,5.4639811755,3.5230116688999997,5.4639811755,2.1755241743919997,10.4126689097,-18.3321406345,2019.0,160.61005965270002,6.9936191089,5.3007321729,6.9936191089,2.053870866944,7.7601471536,-1.5892213689999997,2018.0,142.09778550459998,7.339829560499999,5.413030180800001,7.339829560499999,1.950593608448,12.1465876429,-4.9498623993,2017.0,150.6917053444,3.3882213358,2.1442354275,3.3882213358,2.031014389704,10.211536883700001,-6.6461462624,2016.0,153.6181475544,1.9769123109,1.8066027751,1.9769123109,1.69197997264,7.601384850800001,-2.6967722155000007,2015.0,6.691139117599998,4.929798676899994,0.9379241925000001,19.3,18.51,ma20_discount_90,445907427.42,0.2974,0.0645,0.0052,0.4,0.3036,-0.6138,-0.1473,0.4167,0.2898,-0.5601,-0.2689,0.4417,0.3491,0.106,0.106,0.488,4422.52,4645.6,5118.11,5269.58,-0.6138,0.3036,672.0,25.0,49.582288,37.5552,43.550585614297496,3.9494320000000003,3.5442,3.032096,2.751,301.6336786884,52.76907018000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.17665065042159117,-0.03531663374801364,-0.30692906455986607,-0.2187190794324787,-0.13719707325075303,-0.17155034768655858,10.53529709082335,0.9244650442688935,11.214233343834193,-0.2187190794324787,-0.13719707325075303,-0.17155034768655858,-0.33537263268810275,-0.19325400782493796,-0.31462676500417197,0.3418133320924813,-0.07412174249993597,0.7029386636059776,-0.13862970213713638,-3.355088541794337,4.7862804892113235,0.07874176934295063,0.04131923804997282,-8.420000000000002,0.3500000000000014,-9.5,-2.849999999999998,0.6000000000000014,-1.9499999999999993,-5.129999999999999,0.5,-4.25,0.8651604278074867,0.7180838323353294,0.6525919094334655,0.8615850800954329,0.9109157975121485,1.0150668698154732,0.6011023397676063,0.5656540911317981,0.8573829027515227,-0.08700000000000002,0.9590673575129535,0.9029268292682927,0.9016074037993181,0.8154185022026432,-0.2081456823967105,-0.2380281690140844,-0.23927765237020315,-0.2718707940780619,-0.22942073170731703,0.09959349593495936,0.178404376860071,0.07058749898759588,0.5666666666666667,0.034366354074175674,0.9192556442061028,0.0,,,0.0,0.0,0.3078153108135236,1,9.577994698637207
000032.SZ,深桑达A,20211011.0,18.6,建筑装饰,专业工程,其他专业工程,-0.52,通过,-0.06,通过,0.85,通过,通过,0.0,不建议本阶段参与该企业的本笔定向增发,-26.6234,0.0,0.0,0.0,13.56,不通过,67.42,较差,17.1,12.75,75.25,中等,20.55,18.62,74.27,中等,21.0,18.25,72.57,中等,21.45,16.62,66.15,较差,16.35,18.0,0.2668,-0.1396,-0.0112,0.4,0.3816,-0.149,-0.0358,0.4,0.3392,-0.2132,-0.1023,0.3833,0.4105,-0.1821,-0.1821,0.416,18.57,18.65,18.33,19.07,20.24,18.6,20.63,20.04,2.59,-0.149,0.3816,330.0,20211011.0,20211008.0,134.1962,4.2603,1.09,13.71,1.06,857244.SI,其他专业工程,15.208047845,2.2736236591,1.4902769759,2.2736236591,0.065594429904,0.0286007808,-1.2261240363,2020.0,15.011261019600001,1.9837322434,1.3395187641,1.9837322434,0.069300591904,0.2102229564,0.5464763597,2019.0,16.0067254175,1.3371069083,1.0701739149,1.3371069083,0.061566481608000004,0.0867775801,1.9891589626,2018.0,17.2106380924,0.3214775493,0.263712454,0.3214775493,0.067516310616,0.1375152172,1.2004086012000001,2017.0,19.8730434339,0.5477529387,0.6071288447,0.5477529387,0.083045327784,0.09439173210000001,0.6915526875,2016.0,1.6076414994500001,0.3993387862500011,-0.4682583754,18.57,18.6,ma20_discount_90,36261200.89,0.3619,-1.89,-0.1512,0.4,0.4234,0.5072,0.1217,0.5833,0.3323,0.247,0.1186,0.55,0.3027,0.0908,0.0908,0.484,2222.25,2179.39,1990.18,1907.8,0.5072,0.4234,670.0,11.0,51.970690909090905,30.2714,72.9761993027173,3.358718181818182,1.9295,3.7497727272727275,3.0376,122.12120228272728,52.93754682,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013109280102654705,-0.02526740841869224,0.07529966395291227,0.1461343468426683,0.30399589309192754,-0.3374659779227766,-3.2436909017859574,,-2.5184182463445386,0.1461343468426683,0.30399589309192754,-0.3374659779227766,0.11254654719323179,0.18006604824012395,-0.13913670302425105,-0.8639502493458416,-0.4259031324975979,-2.2864994395600085,-0.08062336789025272,-0.539281877804418,0.43602453503839206,0.001880634588442801,0.14950134838295548,-6.4199999999999875,-8.11999999999999,-1.269999999999996,-5.099999999999998,-4.649999999999999,-0.75,1.379999999999999,-0.25,5.25,9.788198395331873,4.019150943396226,2.582151548355227,4.433101871733716,1.2684303265044294,2.2079813423166623,0.2906842838959937,0.6991614255765198,0.9295980511571255,0.06420000000000001,1.001615508885299,1.014729950900164,0.9753539590980599,0.9189723320158104,,,,,,,0.14983783926814095,0.23488773639730584,0.5833333333333334,0.07568351110985326,1.0673653479651497,0.0,,,,,-3.584128766610526,0,0.47214242251926986
000050.SZ,深天马A,20200812.0,16.68,电子,光学光电子,面板,-0.97,通过,-0.33,通过,0.05,通过,通过,-0.2,建议参与本次定向增发,-14.2169,0.0,0.0,1.0,14.24,通过,63.98,较差,17.55,15.75,66.15,较差,18.0,18.75,65.05,较差,16.35,19.0,60.35,较差,15.9,15.5,62.02,较差,16.95,17.62,0.4743,0.5803,0.0464,0.55,0.388,0.7311,0.1755,0.5667,0.4006,-0.0161,-0.0077,0.525,0.3881,0.1897,0.1897,0.548,17.02,16.79,15.95,15.91,15.57,16.68,14.85,14.52,1.33,0.7311,0.388,334.0,20200812.0,20200809.0,40.6107,1.2727,1.1419,57.82,2.05,850831.SI,面板,302.8197006828,10.0353235885,8.2936499537,10.0353235885,22.596716093848,93.0245036382,-38.094102205599995,2019.0,289.1154396079,9.835462939,9.255423290700001,9.835462939,23.399838391392002,57.07251355,-15.061711898699999,2018.0,140.125004896,8.8444838563,8.0720431562,8.8444838563,5.297692045744,73.5036589838,-54.2916251638,2017.0,107.36756430530001,3.5569399311,5.6917739337,3.5569399311,5.014507991456,30.3375002762,-20.5314303901,2016.0,105.30002724,0.18992079,5.54675491,0.18992079,5.476457104,16.5720126,28.0187677,2015.0,-8.098761479100002,-81.34734789339997,-0.5954198661000013,17.02,16.68,ma20_discount_90,301338975.3,0.3081,1.2321,0.0986,0.6,0.3722,1.2563,0.3015,0.5833,0.4066,0.1095,0.0525,0.5333,0.3755,0.414,0.414,0.552,1363.67,1315.84,1228.12,1186.75,1.2563,0.3722,674.0,16.0,57.12285,49.9405,26.07006171478119,3.05789375,2.7126,5.9549125,4.19165,225.215615256875,62.93039769000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04740065453953544,0.47005723059040494,-1.0158673526407667,0.02032041102076705,0.06519579576171308,-0.09172446336657399,1.5292013591687383,-0.1623502748546065,2.2517789785850257,0.02032041102076705,0.06519579576171308,-0.09172446336657399,-0.10391457060277377,0.013633868325793275,-0.25051687581853166,0.6299352849897393,0.12497844523133472,0.8534771557069696,-0.1257979653229468,-3.796001381485497,4.116726662929845,0.3071943583209669,0.03313959945760558,1.6700000000000017,-3.029999999999994,-1.9599999999999937,1.049999999999999,0.5999999999999979,-0.6000000000000014,2.120000000000001,-1.379999999999999,1.870000000000001,0.7023642338291249,0.6208292682926829,0.7109361665253047,0.8131816862065858,0.41620151125263916,0.46918085969180856,0.19175764547338017,1.222422680412371,0.999742334449884,0.7472,0.9800235017626322,1.0457680250783699,1.048397234443746,1.071290944123314,,,,,,,0.2769446454371061,0.320063064523515,0.5416666666666666,0.2251830137710038,1.0404028171953972,0.0,0.43657587548638144,,,,2.6781428722512843,1,3.2897495702548616
000061.SZ,农产品,20250903.0,7.93,商贸零售,一般零售,商业物业经营,-0.91,通过,-0.2,通过,-0.75,通过,通过,0.0,不建议本阶段参与该企业的本笔定向增发,-10.5927,0.0,0.0,1.0,7.09,不通过,67.62,较差,17.4,21.12,59.85,差,15.45,16.12,69.45,较差,18.3,21.75,64.72,较差,17.4,18.38,60.65,较差,15.45,16.25,0.5863,2.4736,0.1979,0.55,0.3797,0.7576,0.1818,0.5667,0.3666,0.6117,0.2936,0.5417,0.3446,0.5924,0.5924,0.52,7.89,7.71,7.43,7.08,6.91,7.93,6.21,6.37,0.77,0.7576,0.3797,335.0,20250903.0,20250831.0,37.1924,2.1092,1.984,48.94,2.01,852034.SI,商业物业经营,56.280908099099996,7.9243081361000005,3.8417449711000002,7.9243081361000005,1.092138308792,9.99838643,-3.1110575570000005,2024.0,54.901360049,8.5632254416,4.4893896124,8.5632254416,1.17849874532,5.15062623,6.831599669200001,2023.0,43.5358054051,5.2741631312,1.996605575,5.2741631312,1.223797724272,3.7502225675,7.078640071800001,2022.0,40.9218092145,7.098977273099999,3.7418992518,7.098977273099999,1.282536710496,6.584460894299999,8.3279053506,2021.0,31.7444798434,6.4680107716999995,3.1533088398,6.4680107716999995,1.264414782272,9.7327813274,-0.4652711121000004,2020.0,5.094848814400001,-6.372551346999996,-1.3250725024499983,7.89,7.93,ma20_discount_90,190490434.24,0.3285,0.4855,0.0388,0.5,0.2905,0.5978,0.1435,0.5,0.3045,0.7114,0.3415,0.5167,0.3237,0.9287,0.9287,0.552,3794.88,3583.85,3306.4,2963.84,0.5978,0.2905,672.0,11.0,99.13366363636364,46.4925,89.18851497264629,4.449718181818182,2.7786,11.938063636363635,6.0589,182.88736442545454,67.8462909,0.43000379941199146,0.32831163389107976,4.416013410473225,17.702888183157995,1.4243742881795214,0.26343871920257933,4.443026100216585,1.7982374643058012,6.184403170287203,6.184403170287203,17.65192804369734,29.86287485409282,6.8260180953999825,26.680168056030567,62.787681613515055,45.758958251900026,2.1333131652082957,6.656727373797525,0.0019759160887060797,-7.461175813451675,0.14881250190403952,-14.426117962922206,-14.426117962922206,-18.3454450942251,2.512775728813899,2.512775728813899,3.250980107076615,0.02512775728813892,0.13699160082649664,-0.23593447730574735,-0.07461175813451676,0.22575563402145038,-0.6982296153341023,-1.4553922518361375,,-1.4204928361158549,-0.07461175813451676,0.22575563402145038,-0.6982296153341023,-0.14426117962922202,0.3871330710791905,-1.3927721868170084,0.941198212319126,0.632812955007583,0.5677793985569477,-0.05527731627076839,-0.39259674202057565,9.154872006146443,0.1776514766320888,0.14079922310682688,-4.07,-8.800000000000004,-6.970000000000006,-1.9499999999999993,-2.8500000000000014,-1.9499999999999993,-2.129999999999999,-5.5,-4.870000000000001,0.75995913363302,1.0493532338308458,0.3751742711378751,0.7999655858471797,0.474007546953944,0.7590873101561938,0.1661911060648636,1.544113774032131,1.1018572257690074,0.14590000000000003,1.0050697084917617,1.0672947510094213,1.1200564971751412,1.1476121562952242,0.14427860696517403,0.14457831325301207,0.47435897435897445,0.3380281690140845,1.4351508734780305,1.043010752688172,0.20210803915572265,0.29569992546286045,0.5833333333333334,0.20403191605045853,0.5538778877898484,0.0,0.1794453507340947,,0.0,0.0,6.016537765344726,1,3.3382115875197815
000063.SZ,中兴通讯,20200107.0,36.6,通信,通信设备,通信网络设备及器件,-0.27,通过,0.33,通过,-0.15,通过,通过,0.0,建议参与本次定向增发,6.2895,1.0,1.0,1.0,38.7,通过,58.55,差,15.9,14.0,63.6,较差,19.2,15.38,56.3,差,15.9,13.25,63.35,较差,20.7,14.38,57.33,差,16.8,13.75,0.2914,1.7612,0.1409,0.75,0.2613,0.5915,0.142,0.6167,0.3661,0.2364,0.1135,0.5417,0.455,0.8392,0.8392,0.516,34.22,33.5,33.19,32.55,30.22,36.6,27.32,29.8,6.17,0.5915,0.2613,332.0,20200107.0,20200104.0,41.8384,2.4374,1.3775,82.8,15.67,851024.SI,通信网络设备及器件,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.22,36.6,ma20_discount_90,0.0,0.2886,1.178,0.0942,0.75,0.231,0.5102,0.1225,0.65,0.2894,0.3759,0.1804,0.5583,0.359,0.5244,0.5244,0.524,7311.06,6926.47,6819.12,6488.82,0.5102,0.231,679.0,10.0,139.93467000000004,113.27715,122.88002652485105,7.879429999999999,6.03375,9.82821,5.24075,408.44697115099996,155.85469901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.020000000000003,1.0300000000000011,-1.2199999999999989,-3.8999999999999986,0.9000000000000004,0.9000000000000004,-0.6300000000000008,0.5,-0.25,0.5052946859903382,0.15554562858966176,0.2989852336093692,0.36934545051671935,0.3093370967189251,0.40396105241350727,0.14015777033661267,1.115193264446996,0.5742857142857142,0.3551,1.0695499707773233,1.1027417896956917,1.1244239631336408,1.211118464592985,,,,,,,0.16321425564539635,0.23223120300603764,0.5583333333333333,0.09107814807704004,0.6367455628777661,0.0,0.3234951456310679,0.7226890756302522,,,10.493931108442393,1,5.278203202733536
000065.SZ,北方国际,20251215.0,12.6,建筑装饰,专业工程,国际工程,-1.48,通过,-0.17,通过,-0.9,通过,通过,-0.2,不建议本阶段参与该企业的本笔定向增发,,,,,,不通过,69.97,较差,20.7,16.5,69.2,较差,17.55,18.88,77.17,中等,21.0,21.0,74.98,中等,23.1,17.38,59.7,差,17.1,12.75,0.5423,1.3644,0.1092,0.6,0.3945,0.4548,0.1092,0.55,0.4011,0.6035,0.2897,0.5167,0.407,0.1932,0.1932,0.504,12.4,12.22,11.92,11.73,11.37,12.6,10.58,10.71,1.07,0.4548,0.3945,332.0,20251215.0,20251212.0,17.3819,1.3262,0.9076,11.87,1.11,857243.SI,国际工程,190.79925410560003,11.569232378299999,10.4951251537,11.569232378299999,2.6501336576080003,1.8424685016,6.960175457199999,2024.0,214.87899585259999,11.168752667,9.1806481963,11.168752667,2.3274395376,1.8716014382,7.4278080597,2023.0,134.3327305145,9.5438842718,6.3600685049,9.5438842718,2.220272879784,3.1877585410000004,6.033417301899999,2022.0,130.50012731639998,8.0772785527,6.2370760909000005,8.0772785527,1.5223900874399998,6.989462521799999,9.676811006600001,2021.0,128.5065616757,8.9617283699,7.5137844426,8.9617283699,0.633307054216,7.825315503500001,-19.3424469975,2020.0,-0.46337907764999997,-28.233261795549993,-1.0126740532499994,12.4,12.6,ma20_discount_90,484640816.04,0.249,0.6402,0.0512,0.65,0.2294,0.641,0.1538,0.5833,0.2212,0.2746,0.1318,0.55,0.2698,0.0889,0.0889,0.516,1536.14,1489.81,1468.69,1449.83,0.641,0.2294,673.0,3.0,20.1731,12.4799,13.958645576368314,1.0688666666666666,1.1089,0.7460000000000001,0.6588,151.64311282,113.22291774,1.307177693121542,1.1702545941347802,11.364913629662578,5.113270526639924,1.3655162193542316,0.7915195701293575,4.323123981352052,4.353841417803853,11.710618395675722,11.710618395675722,40.65922087660549,104.89291139345616,5.500611206735302,12.821103292186312,58.210767365354265,23.880937629912395,1.5047864747303474,-8.728224707145115,0.0035230210697153406,3.5857156411322895,4.261465284253669,14.31791012240032,14.31791012240032,3.4507675344858777,-11.206186836203337,-11.206186836203337,11.733154225295921,-0.11206186836203329,0.19178362791600856,-0.7116645491800616,0.035857156411322935,0.10100601075370674,-0.13439515899039617,-0.06295701218198793,0.0740596753930951,-0.2940682859473364,0.035857156411322935,0.10100601075370674,-0.13439515899039617,0.1431791012240032,0.2845852002679241,-0.3003034947931521,-0.015565780195177849,-0.23974842771803428,0.39731276310475533,0.036479049615926754,0.6016108268561495,0.6952360671736852,0.009656581259905055,0.06063562686621864,-15.280000000000001,-17.47,-10.269999999999996,-6.0,-3.8999999999999986,-3.599999999999998,-4.629999999999999,-8.25,-3.75,1.4643555181128898,1.1947747747747748,0.8616375272020661,1.3927916089071226,1.2407534460175889,1.195959960321039,1.216621983914209,1.3746514575411912,0.9692874692874694,-0.14870000000000005,1.0161290322580645,1.0570469798657718,1.074168797953964,1.108179419525066,0.08834586466165417,0.04807692307692313,0.230605738575983,0.13541666666666674,0.05464480874316946,-0.08403361344537807,0.1867058250037271,0.5001641472701904,0.5666666666666667,0.14525775958841072,0.9642805466024257,0.0,0.33024691358024677,0.6947040498442371,0.0,0.0061,4.694954746469271,1,5.407404789316566
000066.SZ,中国长城,20220105.0,14.93,计算机,计算机设备,其他计算机设备,-3.69,不通过,-1.62,不通过,-1.01,不通过,不通过,-0.15,建议参与本次定向增发,-30.5051,0.0,0.0,0.0,10.32,不通过,69.55,较差,21.0,17.88,68.3,较差,21.0,17.75,63.77,较差,18.9,16.0,62.0,较差,16.8,15.88,54.25,差,15.0,13.75,0.2256,0.6519,0.0521,0.55,0.2466,0.4041,0.097,0.4833,0.3674,-0.0083,-0.004,0.45,0.4555,-0.1259,-0.1259,0.448,14.06,14.05,13.94,15.06,15.61,14.93,15.17,14.93,1.68,0.4041,0.2466,333.0,20220105.0,20220102.0,36.7647,4.7952,2.3267,49.71,3.11,850703.SI,其他计算机设备,144.4608807253,10.4614309398,9.278604573099999,10.4614309398,2.319757175536,15.1001880779,-10.1791357917,2020.0,108.43784576709999,13.4705966597,11.1499366075,13.4705966597,2.225259523112,7.4384241205,-4.920216084599999,2019.0,100.0948349674,13.277348587999999,9.8710027454,13.277348587999999,1.53567127428,8.2518565651,-6.995738030799999,2018.0,95.06838836120001,7.9231007162000004,5.8104332365,7.9231007162000004,1.487783696856,6.9076224386,-10.934231657,2017.0,691.2816493228,3.3665534106,0.3314776497,3.3665534106,0.45042937384,9.4845234262,11.261310917199998,2016.0,1.5916988804499996,-22.18302287894999,1.407958824100001,14.06,14.93,ma20_discount_90,102855310.07,0.2151,0.3108,0.0249,0.55,0.1908,0.5292,0.127,0.6167,0.2119,0.1792,0.086,0.5917,0.2353,0.0155,0.0155,0.528,4236.07,4074.05,3978.12,3887.12,0.5292,0.1908,674.0,22.0,79.62213181818181,48.7619,60.38072316944288,3.99319090909091,3.23315,6.983868181818181,4.58415,138.21195879272727,60.60630773999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3321998394874919,0.20134928766127924,0.24884877744300948,-0.22338770849716888,-0.11235386283556426,-0.23794242704049745,1.0688391763036842,0.20625377347555518,1.3655229482033953,-0.22338770849716888,-0.11235386283556426,-0.23794242704049745,-0.16783342365742698,-0.030471238750537033,-0.2973981593876443,1.0300251549631978,0.35274314896676695,1.1286008437409563,-0.07046292214607333,-0.9730156276206899,6.50938306696302,0.10452786942794434,0.0724170508117901,-7.75,-9.520000000000003,-15.299999999999997,-1.8000000000000007,-3.8999999999999986,-6.0,-2.130000000000001,-2.25,-4.129999999999999,0.7395835847917923,1.5418649517684888,0.4617397093053559,0.7539636478480125,1.2008441642705423,1.4831356417116435,0.33315348162746494,0.9148418491484184,0.5413830954994512,0.4124,1.061877667140825,1.0710186513629842,0.9913678618857901,0.9564381806534273,0.2838836865450962,-0.029761904761904767,0.26272418807561815,-0.029761904761904767,,,0.15206982405877179,0.16190945919822997,0.55,0.08192619896891759,0.7354233165964418,0.0,,,0.0,0.1714,-7.555537011760087,0,-2.3847181100345685
000088.SZ,盐田港,20241023.0,4.87,交通运输,航运港口,港口,-0.8,通过,0.7,通过,-0.29,通过,通过,-0.2,建议参与本次定向增发,-3.4483,0.0,1.0,1.0,4.48,通过,71.1,中等,19.8,15.38,78.1,中等,21.3,20.88,68.75,较差,19.2,17.0,78.42,中等,23.25,22.25,66.95,较差,22.35,13.25,0.4741,1.5914,0.1273,0.75,0.2953,0.3226,0.0774,0.4833,0.2518,0.0571,0.0274,0.475,0.2338,0.0384,0.0384,0.468,4.88,4.79,4.7,4.73,4.79,4.87,4.68,4.71,0.18,0.3226,0.2953,330.0,20241023.0,20241020.0,14.7124,1.5913,23.9512,14.12,1.03,851711.SI,港口,8.9320685349,12.4075766582,11.0832811253,12.4075766582,4.215111891496,9.5543432438,-3.7054037502,2023.0,7.9760960929,5.3135506062,4.4998941576,5.3135506062,3.056279741784,13.067219264,-7.051415517800001,2022.0,6.798682097,5.2642126382,4.6141374182999995,5.2642126382,2.853414937504,20.003450027,-15.976602670700002,2021.0,5.3118102994,4.1948338279,3.9172881896,4.1948338279,2.7515332368639998,7.0639768891,-3.5070516966999996,2020.0,5.933584982899999,4.3663040036,3.5943092414,4.3663040036,1.703325826384,6.198891483400001,-2.9808376168000006,2019.0,-6.135599460250003,-1.0666932189500007,-3.5716820099999986,4.88,4.87,ma20_discount_90,627733957.65,0.4273,-0.65,-0.052,0.55,0.2876,-0.0037,-0.0009,0.4333,0.2356,0.0572,0.0275,0.4417,0.1999,0.1529,0.1529,0.496,4042.58,3906.9,3863.46,3768.82,-0.0037,0.2876,667.0,15.0,16.546799999999998,15.1604,5.844162055590176,1.0240733333333332,0.9677,2.4120133333333333,2.6235,329.60903748399994,197.7943848,1.837092467647695,1.8310213807470392,55.66191468019956,10.91269041237895,0.2600772025593307,0.04650506271229337,6.222874490443878,5.770541076528186,9.730399255556451,9.730399255556451,165.14302291651015,4632.047127686348,124.08414783199022,29.272014427386743,32.970982546875646,20.924014623436854,0.5458108911253403,-26.177007239665567,0.0010553996717744105,133.50820529915515,133.00328172895192,146.30092924699417,146.30092924699417,99.69452219120505,11.985467964095477,11.985467964095477,40.29190512637019,0.11985467964095485,0.1462085830676927,-0.053328001811314765,1.3350820529915517,0.5352417483448242,1.3257097172994148,-0.47451632358830786,-0.5184121173146592,0.08412479285306085,1.3350820529915517,0.5352417483448242,1.3257097172994148,1.4630092924699414,0.5498473045079633,1.4877686895886537,-0.2688311835309845,-0.3088887430033814,0.0779205394786815,-0.41484273611672234,-0.29864040757315397,2.266687928990904,1.0696674803231305,1.3891045069482229,-11.469999999999999,-1.7999999999999972,-4.1499999999999915,-0.8999999999999986,3.150000000000002,2.5500000000000007,-9.0,-3.75,-2.130000000000001,1.0419546742209633,1.5449514563106794,0.8891386854255809,0.9704493285137596,1.5538926248771248,1.6444145912989563,9.929961691754054,1.6054859464950897,1.2630453378956372,0.2655,0.9979508196721312,1.0361702127659573,1.029598308668076,1.0167014613778707,,,,,,,0.30220362309659204,0.20754409697014184,0.43333333333333335,0.10867983428681116,1.4483963424831003,0.0,0.13725490196078421,,,,-1.0925110132158526,0,0.065933934081832
