股票代码,股票简称,报价日,报价日价格,行业PE_通过,个股PE_通过,DCF估值_通过,修正PE估值_通过,蒙特卡洛_通过,子场景通过数,一级行业,二级行业,三级行业,总分_斜率,总分_趋势,盈利能力_斜率,盈利能力_趋势,成长能力_斜率,成长能力_趋势,综合趋势,溢价率上限,定增决策,7个月涨跌幅,标签_盈利_0,标签_盈利_-10,标签_盈利_-20,7个月后价格,最终结论,总分_T-4,评级_T-4,盈利能力_T-4,成长能力_T-4,总分_T-3,评级_T-3,盈利能力_T-3,成长能力_T-3,总分_T-2,评级_T-2,盈利能力_T-2,成长能力_T-2,总分_T-1,评级_T-1,盈利能力_T-1,成长能力_T-1,总分_T,评级_T,盈利能力_T,成长能力_T,波动率_20d,年化收益_20d,区间收益_20d,胜率_20d,波动率_60d,年化收益_60d,区间收益_60d,胜率_60d,波动率_120d,年化收益_120d,区间收益_120d,胜率_120d,波动率_250d,年化收益_250d,区间收益_250d,胜率_250d,MA20,MA30,MA60,MA120,MA250,当前价,均价_all,中位价,价格标准差,漂移率,波动率,数据天数,报价日_md,邀请日,最新交易日,个股PE,个股PB,个股PS,行业PE,行业PB,行业代码,行业名称,营收_T,营业利润_T,净利润_fcf_T,NOPAT_T,折旧_T,资本支出_T,FCF_T,FCF年份_T,营收_T1,营业利润_T1,净利润_fcf_T1,NOPAT_T1,折旧_T1,资本支出_T1,FCF_T1,FCF年份_T1,营收_T2,营业利润_T2,净利润_fcf_T2,NOPAT_T2,折旧_T2,资本支出_T2,FCF_T2,FCF年份_T2,营收_T3,营业利润_T3,净利润_fcf_T3,NOPAT_T3,折旧_T3,资本支出_T3,FCF_T3,FCF年份_T3,营收_T4,营业利润_T4,净利润_fcf_T4,NOPAT_T4,折旧_T4,资本支出_T4,FCF_T4,FCF年份_T4,FCF_3年斜率,营收_3年斜率,NOPAT_3年斜率,报价日MA20,锁定价当前价,定价方式,净利润,step2通过,行业级别,行业波动率_20d,行业年化收益_20d,行业区间收益_20d,行业胜率_20d,行业波动率_60d,行业年化收益_60d,行业区间收益_60d,行业胜率_60d,行业波动率_120d,行业年化收益_120d,行业区间收益_120d,行业胜率_120d,行业波动率_250d,行业年化收益_250d,行业区间收益_250d,行业胜率_250d,行业MA20,行业MA60,行业MA120,行业MA250,行业漂移率,行业波动率_总,行业总天数,同行公司数,同行PE_均值,同行PE_中位,同行PE_标准差,同行PB_均值,同行PB_中位,同行PS_均值,同行PS_中位,同行市值_均值,同行市值_中位,流动比率,速动比率,存货周转率,应收账款周转率,流动资产周转率,总资产周转率,ROA,总资产净利率,ROE,ROE摊薄,现金流动负债比,现金利息负债比,净利率,毛利率,资产负债率,利息资本化率,产权比率,已获利息倍数,研发费用率,营收增长,利润增长,净利增长,扣非净利增长,ROE增长,总营收增长,营收增长2,净资产增长
301023.SZ,江南奕帆,20251208.0,37.39,1,1,0,1,0,6,nan,nan,nan,,nan,,nan,,nan,nan,-0.05,建议参与本次定向增发,,,,,,不通过,,nan,,,,nan,,,,nan,,,,nan,,,,nan,,,0.2707,-0.513,-0.041,0.5,0.2973,-0.5844,-0.1403,0.45,0.3163,-0.1811,-0.0869,0.4667,0.6212,-0.2023,-0.2023,0.492,38.54,38.88,41.41,43.49,52.53,37.39,47.19,44.65,10.46,-0.5844,0.2973,332.0,20251208.0,20251205.0,20251208.0,36.1859,3.6717,10.3772,63.32,4.06,850741.SI,电机Ⅲ,2.8227165714999995,1.067672261,0.9450892865,1.067672261,0.072937600672,0.2421631088,0.26627417009999993,2024.0,1.7457313711000002,0.5390707435000001,0.47608275,0.5390707435000001,0.0721805544,0.17140654379999998,0.0395185559,2023.0,1.8318666737,0.8539113934,0.7978213748999999,0.8539113934,0.023001444792,0.2431966039,0.3629390082,2022.0,2.064261436,0.7451271645,0.6552800443,0.7451271645,0.024693160024000002,0.34616183229999997,0.3752824407,2021.0,1.8446248392,0.7864137376000001,0.6789089572,0.7864137376000001,0.01929074504,0.0642163004,0.6973808464,2020.0,0.048332419050000096,-0.49542494889999933,-0.10688043379999997,38.54,37.39,ma20_discount_90,58328526.77,1,14540.68,0.2535,-0.3986,-0.0319,0.5,0.3176,-0.7817,-0.1876,0.45,0.3233,0.5437,0.261,0.5,0.373,0.356,0.356,0.504,15199.73,16093.24,14718.28,12954.14,-0.7817,0.3176,673.0,22.0,86.40529545454545,70.68795,82.04792852404499,4.6730409090909095,3.4890499999999998,5.019631818181818,4.6514500000000005,126.71540779090911,66.94088461000001,8.080913207761911,7.735476170810215,5.0464773435511345,2.6925917429773043,0.38894009234521515,0.31215066858822066,10.44683704375393,10.451288508210732,11.622257858297266,11.622257858297266,388.0865487154948,1790.95069026159,33.4815509301303,44.535631539937626,11.583368490415387,0.0,0.1309773757265746,-7.803706420327693,0.04675658896559534,98.05791241200978,97.984292874862,98.51365891748863,98.51365891748863,102.69327058387157,61.692492798670514,61.692492798670514,1.0885293953038437
301025.SZ,读客文化,20251110.0,9.85,0,0,0,0,0,3,nan,nan,nan,,nan,,nan,,nan,nan,,不建议本阶段参与该企业的本笔定向增发,-7.11,0.0,1.0,1.0,9.15,不通过,,nan,,,,nan,,,,nan,,,,nan,,,,nan,,,0.2728,0.6403,0.0512,0.5,0.266,-0.6102,-0.1464,0.4333,0.3081,0.1021,0.049,0.4833,0.5164,-0.1126,-0.1126,0.484,9.66,9.68,10.44,10.64,10.53,9.85,10.07,10.08,0.99,-0.6102,0.266,332.0,20251110.0,20251107.0,20251110.0,639.8939,6.3712,10.6616,43.31,2.19,857692.SI,大众出版,4.0551230773,0.11893379119999999,0.1470749781,0.11893379119999999,0.0036956919920000005,0.015557795800000001,1.4511948521,2024.0,4.3419234356,-0.092952156,-0.032824702000000004,-0.092952156,0.004872803752000001,0.0438631712,-0.047938619,2023.0,5.137926591,0.6392392765,0.6232078815,0.6392392765,0.0038326342240000005,0.0261493369,-0.1385866362,2022.0,5.1920167491,0.7859937740999999,0.6725450531,0.7859937740999999,0.003623483744,0.0284304338,0.40185125029999996,2021.0,4.080249671,0.6434703136,0.5155131978,0.6434703136,0.004382790015999999,0.014812443,0.596347833,2020.0,-0.7948907441499997,0.5414017568500009,0.26015274265000005,9.66,9.85,ma20_discount_90,6521041.85,0,2282.95,0.2777,-0.2546,-0.0204,0.4,0.2628,-0.1681,-0.0403,0.4667,0.2456,0.2703,0.1297,0.5167,0.316,-0.0209,-0.0209,0.512,2359.64,2345.48,2286.39,2226.72,-0.1681,0.2628,673.0,14.0,49.17666428571429,34.76325,44.90970606829739,2.0991285714285715,1.59565,4.373228571428571,2.9606500000000002,87.14762478499999,67.22639119,6.217931370376298,5.188131323002997,2.340749922964329,5.758871424141665,0.5937003851397837,0.5531064958988887,2.1802740673859615,2.0060581200770944,2.3836206511995894,2.3836206511995894,198.70662106858276,4802.587482681552,3.6268930756579185,34.70278322691441,14.783392494052913,0.0,0.17348018099665857,-470.26129400948776,0.0,-227.9516219075112,-305.4953577257965,-548.06188369966,-548.06188369966,-559.610980099817,-6.6053757638489445,-6.6053757638489445,2.4123715443570783
301029.SZ,怡合达,20240925.0,17.92,1,1,1,1,0,7,机械设备,自动化设备,其他自动化设备,-3.26,不通过,-0.93,通过,-1.54,不通过,不通过,-0.2,建议参与本次定向增发,15.4,1.0,1.0,1.0,20.68,不通过,77.25,中等,22.05,18.75,75.67,中等,21.6,17.62,71.4,中等,21.6,15.75,69.82,较差,20.4,14.25,63.9,较差,18.0,12.75,0.4621,0.9212,0.0737,0.55,0.4065,-0.2492,-0.0598,0.3833,0.4244,-0.6665,-0.3199,0.4083,0.4768,-0.48,-0.48,0.424,17.34,17.55,18.02,21.53,24.56,17.92,28.03,25.55,8.54,-0.2492,0.4065,335.0,20240925.0,20240922.0,20240925.0,24.4885,3.3705,3.9971,56.13,2.78,850784.SI,其他自动化设备,28.8149479313,6.178095122899999,5.455318954400001,6.178095122899999,0.556656109712,2.2825400808,1.4906171422,2023.0,25.1482071847,5.7842498961,5.064013131499999,5.7842498961,0.549645591008,1.5179363948,1.0330049026,2022.0,18.028207022300002,4.6367666304,4.0064656766,4.6367666304,0.5176459956,2.2412695097,0.09180081549999983,2021.0,12.096805151500002,3.1227141875,2.7135065312999997,3.1227141875,0.04794536887200001,2.7463990312999997,-0.28040394109999983,2020.0,7.6100056835,1.6675565505,1.4431149285,1.6675565505,0.050761165744000004,1.1228588739,-0.40755082209999993,2019.0,-0.6994081633500001,-5.393370454499995,-0.7706642462499983,17.34,17.92,ma20_discount_90,222690941.64,1,2761.49,0.6009,2.8563,0.2285,0.6,0.4586,0.9674,0.2322,0.5333,0.4311,0.0689,0.0331,0.4667,0.4333,-0.0208,-0.0208,0.488,2174.99,2220.99,2353.08,2574.81,0.9674,0.4586,667.0,17.0,46.408047058823534,36.6058,28.688713317468647,3.1683000000000003,2.3378,5.34700588235294,5.7383,40.96058462470588,28.969520520000003,4.051742222446824,3.223576797771869,3.329559887551299,3.5459355777577883,1.0967746364690145,0.8145684166398302,17.398993436610613,15.421615661237745,19.01118801270291,19.01118801270291,171.79268234993694,15226.908373806333,18.932253382537628,37.94958076228825,15.784623374639603,0.03501312862284165,0.1874316069957023,-120.32289100058023,0.044554055681824016,6.808924819543975,7.356758435605851,7.727188155692895,7.727188155692895,-7.482086114886252,14.580525441315848,14.580525441315848,15.260301676478496
301030.SZ,仕净科技,20230309.0,46.84,0,0,1,0,1,5,环保,环保设备Ⅱ,环保设备Ⅲ,0.32,通过,-0.02,通过,1.29,通过,通过,,不建议本阶段参与该企业的本笔定向增发,-8.97,0.0,1.0,1.0,42.64,不通过,65.6,较差,17.25,17.0,58.55,差,16.95,12.5,58.45,差,15.9,15.62,64.1,较差,16.8,19.62,64.42,较差,17.25,19.88,0.5322,0.2727,0.0218,0.5,0.5557,0.2569,0.0617,0.5,0.5675,1.0018,0.4809,0.5083,0.5993,0.6545,0.6545,0.472,46.67,45.86,43.45,39.34,35.55,46.84,32.42,30.9,7.58,0.2569,0.5557,335.0,20230309.0,20230306.0,20230309.0,74.9822,5.7317,4.6188,31.7,2.4,859721.SI,环保设备Ⅲ,7.945433185700001,0.6775069787000001,0.5818862141,0.6775069787000001,0.085606256928,0.18415059039999998,-2.0247179892999996,2021.0,6.6831877982000005,0.7668299689,0.6140799115,0.7668299689,0.082725108328,0.0953665292,-0.11665910640000002,2020.0,7.345591589800001,0.8331295031999999,0.6478339966,0.8331295031999999,0.083906883352,0.1477917217,-1.6547316909,2019.0,6.84773316,0.6989625965,0.5528619092,0.6989625965,0.024268385896,0.6163061518999999,0.250623143,2018.0,3.9322847139999997,0.5106252829,0.373824638,0.5106252829,0.018561740744,0.3506236744,-0.9182333319999999,2017.0,0.18499314919999946,-0.2999207979499991,0.07781126225000005,46.67,46.84,ma20_discount_90,58276859.84,0,2082.91,0.1662,-0.4597,-0.0368,0.45,0.1937,0.2633,0.0632,0.55,0.2156,0.3484,0.1672,0.5667,0.2687,0.075,0.075,0.556,2152.88,2086.32,2025.27,1941.28,0.2633,0.1937,671.0,21.0,51.10244761904762,33.7175,39.91395709224459,2.4410285714285713,2.5676,4.555709523809524,3.5001,53.88321981666667,39.80579975,1.8500488694176707,1.483111704790584,1.4848395201648077,0.9740450478314367,0.40568678521739787,0.37429497792445715,4.049280793039566,2.741160646257669,6.28249522758121,6.28249522758121,46.73877069838547,72.46917205240604,7.32353039161244,27.406596741876125,57.637925840318196,43.52292052875351,1.3673836413321887,4.842874810339873,0.04060440103890659,-11.648343677560195,-10.641361780062068,-5.242590874103202,-5.242590874103202,-18.616785367772344,18.88687592828027,18.88687592828027,24.21298310090246
301057.SZ,汇隆新材,20230417.0,17.82,0,0,0,0,0,3,基础化工,化学纤维,涤纶,-2.69,不通过,-1.41,不通过,-0.81,通过,不通过,,不建议本阶段参与该企业的本笔定向增发,-1.46,0.0,1.0,1.0,17.56,不通过,79.65,中等,24.3,21.38,79.72,中等,24.9,19.5,79.7,中等,23.55,19.25,71.45,中等,20.1,17.38,70.35,中等,19.65,18.38,0.2308,-0.2744,-0.022,0.4,0.2151,-0.4873,-0.1169,0.4,0.249,-0.0197,-0.0094,0.475,0.4176,-0.1395,-0.1395,0.48,18.25,19.33,20.2,20.15,21.23,17.82,20.34,20.14,1.86,-0.4873,0.2151,332.0,20230417.0,20230414.0,20230417.0,48.6466,3.1669,3.2084,44.27,1.38,850341.SI,涤纶,6.152427283400001,0.4256519333,0.40576737310000005,0.4256519333,0.167518083944,0.4003369574,-0.1817283948,2022.0,6.134610236,0.7541670509,0.7211263287,0.7541670509,0.15027133639200002,0.8407112604000001,0.023088076199999898,2021.0,5.4105486440999995,0.7491928211,0.6685417039,0.7491928211,0.14065355070399999,0.4819451074,0.9077815722999999,2020.0,6.559294372,0.6021904315,0.5476721669,0.6021904315,0.148221895248,0.5268116293999999,-0.11122915919999994,2019.0,5.9107325244,0.4071035972,0.3712260764,0.4071035972,0.10700474625599998,0.1442591235,0.48099902409999995,2018.0,0.5447549835500001,-0.37093931964999977,0.16177044389999998,18.25,17.82,ma20_discount_90,40576737.31,0,5546.09,0.21,-0.2809,-0.0225,0.4,0.1984,-0.3654,-0.0877,0.4667,0.2099,0.116,0.0557,0.5167,0.2726,0.0028,0.0028,0.508,5747.13,5840.91,5742.42,5742.22,-0.3654,0.1984,674.0,6.0,22.40995,21.0387,8.143939346890628,2.49115,1.81745,1.84295,1.78705,60.88883290333333,67.555506535,3.709274119984791,2.8331216731960747,5.446466178210578,23.012669825331983,1.5332130120335017,0.8482867469491246,5.729214494969829,5.594655070102226,6.634133108502994,6.634133108502994,186.55876628716854,537.2419939715563,6.595240454036895,16.092059141784286,18.16797859542359,4.598725156656622,0.22201551768593553,-62.411312755393084,0.0467660939408934,-43.559993400395854,-47.42435110875428,-43.73144386067678,-43.73144386067678,-55.811081597837564,0.29043487221801867,0.29043487221801867,3.7582871778672997
301063.SZ,海锅股份,20230530.0,27.49,1,1,0,1,1,7,机械设备,专用设备,能源及重型设备,-2.81,不通过,-1.29,不通过,-1.49,不通过,不通过,-0.15,建议参与本次定向增发,-17.68,0.0,0.0,1.0,22.63,不通过,73.92,中等,22.5,19.25,75.68,中等,22.5,19.88,70.4,中等,21.6,14.38,70.8,中等,19.5,16.5,62.32,较差,17.55,13.5,0.327,0.1147,0.0092,0.6,0.3144,-0.6073,-0.1457,0.4833,0.4209,-0.3531,-0.1695,0.4583,0.5077,-0.0029,-0.0029,0.456,26.9,27.28,28.76,32.28,31.22,27.49,30.82,30.44,4.4,-0.6073,0.3144,330.0,20230530.0,20230527.0,20230530.0,24.1208,2.2859,1.6595,23.95,1.8,850725.SI,能源及重型设备,13.530876669300001,0.9830838993000001,0.9166938749,0.9830838993000001,0.193793277408,1.0619649976,-1.4321393133000002,2022.0,10.5933750432,0.8025302839,0.8757011854000001,0.8025302839,0.154254355344,0.304189051,-0.8881155277000001,2021.0,10.139232387,1.2251900092,1.0542554125,1.2251900092,0.14095573358400001,0.2484450931,-1.7533125736000001,2020.0,6.4685514406,0.7525719058,0.64813268,0.7525719058,0.139731064352,0.2271592381,0.9982546956999999,2019.0,4.947355964700001,0.5457568459000001,0.4729261673,0.5457568459000001,0.109624017224,0.3148648118,-0.034980367699999994,2018.0,-0.1605866301500002,-1.6958221411500016,0.12105305495000009,26.9,27.49,ma20_discount_90,12858754.02,1,1510.11,0.1571,-0.5302,-0.0424,0.45,0.167,-0.2938,-0.0705,0.4167,0.1633,-0.0805,-0.0387,0.4833,0.2008,-0.0787,-0.0787,0.516,1567.08,1597.23,1596.35,1634.65,-0.2938,0.167,671.0,25.0,74.121496,43.1963,65.96139163209631,2.3127880000000003,2.1662,3.247828,2.8286,71.1643711532,41.89565515,2.062921972162359,1.4940841763623656,3.082529671434521,3.2570005334625796,1.007734194583931,0.8161299942293909,6.261635649209405,5.529141866540706,9.41834035917772,9.41834035917772,45.75981353678799,65.12602791903169,6.774829874695944,15.65352959432137,40.6020420629858,19.13429286917957,0.6835595611896347,27.422158463481164,0.03313673984755902,22.4980438772449,2.8268320803194906,4.681127556230881,4.681127556230881,-21.85127355928645,27.729610384988813,27.729610384988813,8.463716923222316
301066.SZ,万事利,20250709.0,16.6,0,1,0,1,1,6,纺织服饰,纺织制造,其他纺织,-0.48,通过,-0.23,通过,0.15,通过,通过,-0.15,建议参与本次定向增发,13.67,1.0,1.0,1.0,18.87,通过,64.35,较差,18.9,15.0,60.6,较差,16.35,13.5,65.45,较差,18.3,15.12,63.75,较差,18.3,16.5,60.38,较差,16.8,14.25,0.4063,0.0226,0.0018,0.5,0.6292,0.5871,0.1409,0.5,0.74,0.5586,0.2681,0.4917,0.7936,1.0494,1.0494,0.5,15.59,16.32,16.17,15.55,14.57,16.6,11.97,10.65,3.22,0.5871,0.6292,333.0,20250709.0,20250706.0,20250709.0,93.8308,4.6717,4.5844,32.57,2.13,851316.SI,其他纺织,6.6797841351,0.3760350731,0.35106239060000005,0.3760350731,0.10947309452000001,1.8778323225,-1.231855895,2024.0,6.9227574211,0.3792283839,0.3474053013,0.3792283839,0.07218914984800001,0.8068824361,0.405157925,2023.0,5.4896987683,-0.0575536483,-0.016024136799999998,-0.0575536483,0.075353779512,0.3143190143,-0.11515553489999998,2022.0,6.6962293981,0.5655442885,0.5090709626,0.5655442885,0.07230405723200001,0.7171821656999999,-0.9274045563999999,2021.0,7.3570308095,0.7476140988,0.6340282974,0.7476140988,0.07762743700800001,0.38315315240000003,0.7914390057999998,2020.0,0.5583501800499999,-0.5950426834,-0.21679436069999994,15.59,16.6,ma20_discount_90,11416758.49,1,1838.61,0.1565,1.1305,0.0904,0.7,0.2355,0.635,0.1524,0.5833,0.3305,0.3732,0.1791,0.575,0.3466,0.457,0.457,0.576,1761.56,1761.55,1714.47,1584.83,0.635,0.2355,672.0,12.0,46.02806666666667,48.91865,23.950151487319566,2.3257416666666666,2.20695,3.516425,2.6416,43.731551395,40.17648044,1.981031886371112,1.3981460545719535,2.218421959192901,7.674973326526137,1.1907003923291601,0.6592924561153128,3.282814924375716,3.4649740331005825,5.3005500794138145,5.3005500794138145,97.94994032985939,1150.3152016596696,5.255594844080159,45.1806739658185,37.330989271630045,11.870232849088094,0.6015667786753255,-6.934525244458823,0.05508518813751928,-0.8420547974705492,-0.7045462950979166,1.052686670674014,1.052686670674014,-2.607985907457223,-3.5097761082807475,-3.5097761082807475,4.626951813873163
301069.SZ,凯盛新材,20250717.0,16.51,0,0,0,1,1,5,基础化工,化学原料,其他化学原料,-3.21,不通过,-1.88,不通过,-0.38,通过,不通过,-0.0,不建议本阶段参与该企业的本笔定向增发,54.63,1.0,1.0,1.0,25.53,不通过,74.85,中等,23.1,18.0,72.65,中等,23.1,17.75,64.05,较差,19.65,15.0,59.3,差,15.45,14.75,65.48,较差,17.55,17.62,0.2631,1.5678,0.1254,0.5,0.3043,0.6778,0.1627,0.5167,0.4844,0.1855,0.0891,0.5,0.5441,0.3155,0.3155,0.484,15.97,15.82,16.09,15.96,15.34,16.51,14.86,15.17,1.71,0.6778,0.3043,334.0,20250717.0,20250714.0,20250717.0,113.9253,4.6693,7.2539,15.47,1.85,850324.SI,其他化学原料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.97,16.51,ma20_discount_90,0.0,1,3700.27,0.1747,0.3229,0.0258,0.55,0.2192,0.4091,0.0982,0.6167,0.3199,0.3027,0.1453,0.575,0.3137,0.234,0.234,0.532,3617.94,3553.98,3505.03,3267.98,0.4091,0.2192,671.0,9.0,110.79004444444445,70.4129,139.90072817595507,3.350077777777778,2.5836,5.140366666666667,3.1292,101.66929467444444,41.748912,4.95576480493227,4.737007684362383,11.571647641180363,8.209753475157068,0.6631661749222311,0.3809506294993118,3.465745413140045,2.298487499623202,3.3917290417908705,3.3917290417908705,226.53224337393107,1101.2584273742168,6.0335574261791685,22.97630563325448,31.508109532556695,23.850668978364162,0.46002686329024084,3.530259755072084,0.057981649231798986,-66.99269970668762,-65.67781965888433,-64.56252282514895,-64.56252282514895,-66.91437026411748,-5.974800343050077,-5.974800343050077,-1.755771593395861
301071.SZ,力量钻石,20220819.0,213.0,0,1,0,0,0,4,基础化工,非金属材料Ⅱ,非金属材料Ⅲ,-0.22,通过,-0.93,通过,0.66,通过,通过,-0.15,不建议本阶段参与该企业的本笔定向增发,-54.23,0.0,0.0,0.0,97.5,不通过,80.18,良好,27.0,21.0,71.72,中等,25.5,14.88,70.9,中等,24.9,17.12,80.85,良好,27.0,22.5,74.5,中等,21.6,20.5,0.6342,2.716,0.2173,0.45,0.6129,2.5937,0.6225,0.5,1.2012,-0.5331,-0.2559,0.4917,,,,0.0,207.97,196.6,176.41,194.65,207.97,213.0,236.99,250.0,61.29,2.5937,0.6129,219.0,20220819.0,20220816.0,20220819.0,69.3873,22.5726,35.339,66.95,8.48,850523.SI,非金属材料Ⅲ,4.9835191287,2.7707868727999996,2.3955530578,2.7707868727999996,0.48748845835200005,3.6542422856,-0.7734767994999999,2021.0,2.4488763555,0.8501183998999999,0.7299676854,0.8501183998999999,0.219778030808,0.9291270383,0.09301744950000003,2020.0,2.21284594,0.7312128462,0.6312178182,0.7312128462,0.14062579912,0.6238584097,-0.38581247849999994,2019.0,2.0365603153,0.6681794683,0.7213463987000001,0.6681794683,0.11660708961600003,0.2723330523,0.10061718939999995,2018.0,1.4169607828,0.4864524146,0.4239249821,0.4864524146,0.10115234669600001,0.1557882,-0.005369479199999999,2017.0,0.1938321604999999,-1.3853365943499998,-1.0197870132999995,207.97,213.0,ma20_discount_90,239094371.03,0,7542.59,0.4582,-0.9199,-0.0736,0.45,0.46,0.7331,0.1759,0.5167,0.437,0.4605,0.2211,0.5167,0.4017,0.4078,0.4078,0.548,7769.78,7786.14,6677.65,6336.08,0.7331,0.46,672.0,7.0,52.09825714285715,25.5792,68.70686721678778,4.7078428571428566,2.4407,8.627471428571429,3.0226,81.03886137142857,25.7792,1.7107837139696334,1.3507385946697716,1.5780918815306064,8.235222564661967,0.9243599078558117,0.4492627225343641,25.195162017980493,21.59583741787492,34.1355277872057,34.1355277872057,61.160621550535375,138.3694097500495,48.06950662643295,64.07034841527566,32.68046274849702,5.515359958626178,0.4854528727136696,115.35916289488635,0.05328365970760681,225.92952618434435,226.75543983597177,228.17248019510754,228.17248019510754,91.22538399749993,103.50227636064086,103.50227636064086,115.23840753352673
301073.SZ,君亭酒店,20221215.0,72.17,0,0,0,0,1,4,社会服务,酒店餐饮,酒店,-2.96,不通过,-0.96,通过,-0.23,通过,通过,,不建议本阶段参与该企业的本笔定向增发,-49.76,0.0,0.0,0.0,36.26,不通过,84.73,良好,27.0,22.25,85.4,良好,27.0,22.25,80.42,良好,25.65,19.75,77.45,中等,24.6,22.25,73.92,中等,23.4,21.12,0.6165,0.382,0.0306,0.4,0.7082,0.5312,0.1275,0.4,0.7287,1.0047,0.4822,0.4667,0.82,1.1758,1.1758,0.5,72.86,73.97,70.72,66.42,61.08,72.17,55.35,58.24,16.07,0.5312,0.7082,293.0,20221215.0,20221212.0,20221215.0,299.318,18.4779,27.8474,408.88,2.98,852121.SI,酒店,2.7751056712,0.4106821678,0.36917591439999997,0.4106821678,0.0051538474719999994,0.34851936079999996,1.1977783912,2021.0,2.5603389055,0.3884518757,0.35066042119999996,0.3884518757,0.005894816904,0.3363728753,0.16221441999999991,2020.0,3.8163617439,0.9246058575,0.7225378898,0.9246058575,0.007213172736,0.24678407989999998,1.1607364021999997,2019.0,3.411563638,0.6922898025,0.6020692126,0.6922898025,0.009167436744,0.4536072644,0.3150102902000001,2018.0,3.2192414522000004,0.7545776923,0.5940362020000001,0.7545776923,0.011160401032,0.48392521829999996,0.6390216083000001,2017.0,-0.018520994499999846,0.5206280363500008,0.2569618448500002,72.86,72.17,ma20_discount_90,25922709.83,0,5159.9,0.406,1.2728,0.1018,0.65,0.4229,0.3674,0.0882,0.4833,0.3723,0.0247,0.0119,0.4833,0.4116,0.1659,0.1659,0.492,5044.18,4819.38,4792.63,4701.33,0.3674,0.4229,673.0,2.0,65.4568,65.4568,21.694599999999998,2.78105,2.78105,6.934100000000001,6.934100000000001,48.9086595,48.9086595,2.5172486767672715,2.5097873173256637,208.30645546618993,10.51973654143007,0.9252961662584342,0.3042197983987056,7.023972720256452,4.047075519248998,9.442194193520345,9.442194193520345,137.63829858252353,427.77662702191793,13.30312997560062,33.271124371301745,65.86183421567819,0.0,1.859570812829015,3.3037823062651914,0.0,5.722791802701548,7.3110703144120155,5.280177653536682,5.280177653536682,-25.079198609904335,8.388216311467518,8.388216311467518,64.3838975559133
301076.SZ,新瀚新材,20250618.0,33.12,0,0,0,0,0,2,基础化工,化学制品,其他化学制品,-2.31,不通过,-1.28,不通过,-1.06,不通过,不通过,,不建议本阶段参与该企业的本笔定向增发,53.29,1.0,1.0,1.0,50.77,不通过,70.88,中等,20.7,16.12,74.12,中等,22.2,18.62,68.35,较差,19.65,14.5,64.1,较差,16.65,13.25,64.35,较差,17.1,13.5,0.5679,-1.9091,-0.1527,0.3,0.9833,0.4876,0.117,0.45,0.8775,0.4609,0.2212,0.5,0.7956,0.7692,0.7692,0.492,39.16,39.25,36.61,34.27,30.82,33.12,25.01,23.13,7.02,0.4876,0.9833,327.0,20250618.0,20250615.0,20250618.0,72.795,3.8241,10.3074,33.75,1.92,850339.SI,其他化学制品,4.1946294408,0.6347252435,0.5596607549,0.6347252435,0.242048601408,0.33211776,1.0621669182,2024.0,4.3540656895,1.0747131001,0.9334112616,1.0747131001,0.256934381712,0.6991468909,-0.4763098731,2023.0,3.9808810344,1.2324285214,1.0694689704,1.2324285214,0.135085278408,0.924748142,0.3968474034999999,2022.0,3.4203141367,0.7696404097,0.6629426347,0.7696404097,0.029016888272,1.1350381969,-0.3792356475,2021.0,2.8790227918999998,0.8373843851,0.7147830156,0.8373843851,0.033167836368,0.4343687493,0.2918598026,2020.0,-0.33265975734999986,-0.10687420319999968,0.29885163895,39.16,33.12,ma20_discount_90,16188059.34,0,1887.38,0.1772,0.4678,0.0374,0.45,0.2821,0.1911,0.0459,0.5333,0.239,0.2092,0.1004,0.55,0.3055,0.1592,0.1592,0.524,1854.81,1820.1,1778.15,1678.74,0.1911,0.2821,667.0,23.0,50.5455,38.6699,34.89526437903299,2.369426086956522,1.9682,4.060582608695652,2.9143,61.171383151739136,39.760022580000005,8.488385726228021,7.676619117120034,4.274144387331108,7.351409644817209,0.5342437270911793,0.33988472698279565,4.235627109515364,4.53484975411542,4.9489622788117895,4.9489622788117895,225.5263002849673,2638.58504244261,13.342316950725962,23.490417067975297,8.481131829124752,0.0,0.09267085573315435,-4.683381594829613,0.03057150020277901,-40.940029163044535,-40.57443928804745,-40.04135391074437,-40.04135391074437,-41.79388569698337,-3.6617786700941792,-3.6617786700941792,2.9884438490435907
