股票代码,股票简称,报价日,报价日价格,行业PE_通过,个股PE_通过,DCF估值_通过,修正PE估值_通过,蒙特卡洛_通过,子场景通过数,一级行业,二级行业,三级行业,总分_斜率,总分_趋势,盈利能力_斜率,盈利能力_趋势,成长能力_斜率,成长能力_趋势,综合趋势,溢价率上限,定增决策,7个月涨跌幅,标签_盈利_0,标签_盈利_-10,标签_盈利_-20,7个月后价格,最终结论,总分_T-4,评级_T-4,盈利能力_T-4,成长能力_T-4,总分_T-3,评级_T-3,盈利能力_T-3,成长能力_T-3,总分_T-2,评级_T-2,盈利能力_T-2,成长能力_T-2,总分_T-1,评级_T-1,盈利能力_T-1,成长能力_T-1,总分_T,评级_T,盈利能力_T,成长能力_T,波动率_20d,年化收益_20d,区间收益_20d,胜率_20d,波动率_60d,年化收益_60d,区间收益_60d,胜率_60d,波动率_120d,年化收益_120d,区间收益_120d,胜率_120d,波动率_250d,年化收益_250d,区间收益_250d,胜率_250d,MA20,MA30,MA60,MA120,MA250,当前价,均价_all,中位价,价格标准差,漂移率,波动率,数据天数,报价日_md,邀请日,最新交易日,个股PE,个股PB,个股PS,行业PE,行业PB,行业代码,行业名称,营收_T,营业利润_T,净利润_fcf_T,NOPAT_T,折旧_T,资本支出_T,FCF_T,FCF年份_T,营收_T1,营业利润_T1,净利润_fcf_T1,NOPAT_T1,折旧_T1,资本支出_T1,FCF_T1,FCF年份_T1,营收_T2,营业利润_T2,净利润_fcf_T2,NOPAT_T2,折旧_T2,资本支出_T2,FCF_T2,FCF年份_T2,营收_T3,营业利润_T3,净利润_fcf_T3,NOPAT_T3,折旧_T3,资本支出_T3,FCF_T3,FCF年份_T3,营收_T4,营业利润_T4,净利润_fcf_T4,NOPAT_T4,折旧_T4,资本支出_T4,FCF_T4,FCF年份_T4,FCF_3年斜率,营收_3年斜率,NOPAT_3年斜率,报价日MA20,锁定价当前价,定价方式,净利润,step2通过,行业级别,行业波动率_20d,行业年化收益_20d,行业区间收益_20d,行业胜率_20d,行业波动率_60d,行业年化收益_60d,行业区间收益_60d,行业胜率_60d,行业波动率_120d,行业年化收益_120d,行业区间收益_120d,行业胜率_120d,行业波动率_250d,行业年化收益_250d,行业区间收益_250d,行业胜率_250d,行业MA20,行业MA60,行业MA120,行业MA250,行业漂移率,行业波动率_总,行业总天数,同行公司数,同行PE_均值,同行PE_中位,同行PE_标准差,同行PB_均值,同行PB_中位,同行PS_均值,同行PS_中位,同行市值_均值,同行市值_中位,流动比率,速动比率,存货周转率,应收账款周转率,流动资产周转率,总资产周转率,ROA,总资产净利率,ROE,ROE摊薄,现金流动负债比,现金利息负债比,净利率,毛利率,资产负债率,利息资本化率,产权比率,已获利息倍数,研发费用率,营收增长,利润增长,净利增长,扣非净利增长,ROE增长,总营收增长,营收增长2,净资产增长
002042.SZ,华孚时尚,20210909.0,5.37,0,0,1,1,0,5,纺织服饰,纺织制造,棉纺,-3.67,不通过,-1.22,不通过,-1.85,不通过,不通过,-0.0,不建议本阶段参与该企业的本笔定向增发,-23.84,0.0,0.0,0.0,4.09,不通过,76.35,中等,22.95,20.62,72.33,中等,22.95,18.62,68.2,较差,20.85,16.38,57.98,差,15.0,13.12,65.2,较差,20.85,14.12,0.3683,0.5593,0.0447,0.45,0.4175,0.1864,0.0447,0.45,0.3849,0.2571,0.1234,0.4667,0.4602,-0.0805,-0.0805,0.468,5.26,5.21,5.31,5.28,5.59,5.37,5.53,5.49,0.86,0.1864,0.4175,337.0,20210909.0,20210906.0,20210909.0,174.104,1.3911,0.4735,17.19,1.04,851312.SI,棉纺,142.3172794961,-4.7678415929,-4.4423043081,-4.7678415929,3.9415996374800004,9.0723180749,1.8616069078999997,2020.0,158.86871683430002,4.4389672653,4.0229445112,4.4389672653,4.1923939975760005,7.748752619199999,14.5654550017,2019.0,143.07433720219998,8.574600994199999,7.5178144652,8.574600994199999,4.056611511344,5.066121062300001,-7.2263093249,2018.0,125.9653903175,7.9236099547,6.7737624073000005,7.9236099547,3.5051842436160006,12.1603001512,-25.3689665146,2017.0,88.3690748165,1.4661212871,4.7915804604000005,1.4661212871,2.6270527450639998,5.1806912677999994,3.0714364411000004,2016.0,-4.543958116399999,0.3785288530500241,6.67122129355,5.26,5.37,ma20_discount_90,301642936.42,1,1771.6,0.1514,0.319,0.0255,0.6,0.1586,-0.2611,-0.0627,0.45,0.1584,-0.2108,-0.1012,0.4333,0.216,-0.1228,-0.1228,0.452,1764.07,1787.18,1876.74,2006.17,-0.2611,0.1586,673.0,6.0,21.37255,15.340900000000001,13.869613285734875,1.0498666666666665,0.961,1.0181000000000002,1.1205500000000002,44.368252436666666,38.54128632,,,,,,,,,,,,,,,,,,,,,,,,,,,
002045.SZ,国光电器,20231208.0,16.27,1,0,1,1,1,6,电子,消费电子,品牌消费电子,0.88,通过,-0.33,通过,1.29,通过,通过,-0.0417,不建议本阶段参与该企业的本笔定向增发,-25.26,0.0,0.0,0.0,12.16,不通过,58.67,差,17.55,13.38,55.1,差,15.45,12.5,55.48,差,15.0,13.62,61.77,较差,15.45,18.88,59.75,差,15.9,16.62,0.3346,-0.1742,-0.0139,0.55,0.474,0.9886,0.2373,0.4833,0.4459,-0.1716,-0.0823,0.475,0.5286,0.3174,0.3174,0.52,16.14,15.91,15.23,15.13,15.6,16.27,14.37,14.19,2.08,0.9886,0.474,335.0,20231208.0,20231205.0,20231208.0,23.7449,3.1788,1.3331,25.2,3.56,850853.SI,品牌消费电子,59.9371905376,1.5717246678999999,1.7851798763999998,1.5717246678999999,0.5857068711919999,1.5027147453999998,-0.5627041597999999,2022.0,48.15385909810001,0.1474752824,0.4013684948,0.1474752824,0.5931637566640001,2.0551717944,-3.026218493,2021.0,42.5402790441,1.8858665019999998,1.8666279312,1.8858665019999998,0.48451985429600003,2.0966937405,3.5633651457999997,2020.0,44.45544317,4.04186875,3.53108754,4.04186875,0.5223228864,1.53788665,2.38576888,2019.0,40.41902113,-2.70078282,-2.1905742,-2.70078282,0.5586076968,3.67720195,-1.77832967,2018.0,2.0630346528000003,-8.698455746750005,0.15707091705000018,16.14,16.27,ma20_discount_90,312152792.54,1,4153.36,0.2178,-0.151,-0.0121,0.4,0.2267,-0.0653,-0.0157,0.4167,0.2386,-0.4162,-0.1998,0.3917,0.2854,0.0167,0.0167,0.456,4158.68,4290.14,4468.74,4558.45,-0.0653,0.2267,673.0,6.0,87.33725,35.553650000000005,110.66093571368881,4.346683333333333,4.49135,3.868016666666667,3.72535,336.97580886500003,239.636706475,1.3506319022799371,1.0283004002897447,6.471258788649018,3.9695033464189966,1.760926470018926,1.1923765278235992,2.4358362593665093,3.5513953247893206,8.611930341190966,8.611930341190966,30.684021301498447,72.3341405690204,2.978417674215335,12.297233236309678,58.50105544091655,36.23337753165967,1.4116556424737916,-3.045224874564555,0.045636099504598605,965.7546419453405,899.4640208909509,344.77329424910306,344.77329424910306,331.95686080996956,24.47017053294682,24.47017053294682,8.483386501438162
002046.SZ,国机精工,20250225.0,15.93,1,1,0,0,1,6,机械设备,通用设备,磨具磨料,-1.17,通过,0.58,通过,-1.21,不通过,通过,0.0,不建议本阶段参与该企业的本笔定向增发,93.97,1.0,1.0,1.0,30.9,不通过,68.77,较差,15.9,19.12,71.55,中等,18.3,18.38,68.27,较差,19.8,15.62,68.65,较差,20.25,16.0,64.35,较差,17.85,14.25,0.4555,2.7469,0.2198,0.65,0.6016,0.9707,0.233,0.5167,0.5732,1.3701,0.6576,0.5333,0.5062,0.9594,0.9594,0.528,14.19,13.76,14.24,13.41,12.28,15.93,11.23,10.96,1.64,0.9707,0.6016,330.0,20250225.0,20250222.0,20250225.0,37.8762,2.4876,3.3084,37.22,2.16,850713.SI,磨具磨料,27.837253354899996,2.987799411,2.5880477418,2.987799411,1.063924931352,2.1312711305,1.7835068144,2023.0,34.3599638727,2.3518489969,2.332828795,2.3518489969,0.9951650348799999,2.2452013365,0.9705543185999999,2022.0,33.2788963293,1.3041844028,1.2738223913,1.3041844028,0.9093031278,2.178850905,-0.06061205800000012,2021.0,23.5512365104,1.0965431128,0.6227316347,1.0965431128,0.8961752815360001,1.4407527148,2.6579553341,2020.0,20.851292580899997,0.9030045559000001,0.2751131457,0.9030045559000001,0.85824609124,1.720693716,-0.6237640850999999,2019.0,-0.9220594361999997,2.720821487200003,-0.8418075040999999,14.19,15.93,ma20_discount_90,204524344.39,0,1628.84,0.3231,0.5191,0.0415,0.55,0.3653,-0.4364,-0.1047,0.4,0.4574,0.8644,0.4149,0.4833,0.3996,0.1688,0.1688,0.472,1603.22,1595.67,1502.09,1397.82,-0.4364,0.3653,671.0,9.0,47.44004444444445,39.7236,32.114618875144735,2.752022222222222,2.0698,21.44441111111111,5.7258,48.8115081,40.28491986,1.8625061228943134,1.4875021519249838,3.4408550806225566,4.161188411420992,1.0319345464194163,0.5344065619654574,6.313006235345657,4.968412933075352,8.130624733769567,8.130624733769567,47.705882299517064,92.19421762086283,9.297065729886185,32.86447531573599,34.67547934970617,17.710617414107915,0.5476974986341349,14.033155756381838,0.08015297421601583,27.040444133031244,20.147635359291144,10.940320496172548,10.940320496172548,4.21095893115527,-18.983461513422856,-18.983461513422856,5.670413309701506
002053.SZ,云南能投,20220824.0,13.68,0,0,0,1,1,5,公用事业,电力,风力发电,-1.11,通过,-0.56,通过,-0.24,通过,通过,-0.0,不建议本阶段参与该企业的本笔定向增发,-20.47,0.0,0.0,0.0,10.88,不通过,68.62,较差,16.65,14.25,78.35,中等,21.0,20.0,68.03,较差,17.25,14.25,70.65,中等,16.65,16.88,66.9,较差,16.05,14.62,0.4039,0.7455,0.0596,0.7,0.4004,-0.3616,-0.0868,0.5167,0.7042,0.8042,0.386,0.55,0.5977,0.5251,0.5251,0.512,13.04,12.96,13.64,13.81,12.9,13.68,10.3,9.55,2.34,-0.3616,0.4004,335.0,20220824.0,20220821.0,20220824.0,36.2901,2.2999,4.4558,31.09,2.77,851617.SI,风力发电,22.5883133492,3.1162030064999997,2.5172886777000003,3.1162030064999997,3.361074906368,6.1230816033,0.44985386079999923,2021.0,19.902785083599998,3.018443087,2.3155839673,3.018443087,3.269964203552,5.7217348326,0.6725093475,2020.0,19.331379236500002,3.4782351517000003,2.6255804316,3.4782351517000003,3.2633350816,5.40389014,0.7897493093999994,2019.0,14.3021853055,1.6092614172,1.1484215483,1.6092614172,0.809777460424,5.667096185599999,-3.7917008904999996,2018.0,14.4694740923,2.0039715806,1.6212804537999999,2.0039715806,0.721704810936,5.8253441259,-5.307065133,2017.0,0.16994772430000019,-1.6284670563499961,0.1810160726000002,13.04,13.68,ma20_discount_90,128586884.78,1,1956.54,0.2461,-0.1227,-0.0098,0.5,0.2652,-0.1323,-0.0318,0.4667,0.3129,-0.2219,-0.1065,0.4917,0.3742,-0.0369,-0.0369,0.504,2039.28,2057.23,1985.48,2165.63,-0.1323,0.2652,673.0,11.0,42.02382727272727,29.0394,28.936905960667755,2.939536363636364,2.5458,7.143245454545454,7.0818,488.9179653863637,155.40000011,1.5584106575805876,1.5060668597969997,15.258089304521395,2.3336527452645623,0.8614389359389905,0.23307068784727925,4.285351318734502,2.5973882801766877,5.8695576683944575,5.8695576683944575,75.07436211368467,154.31797207954745,11.144208240714677,40.507944424385556,42.73795888009359,33.75435190438336,0.9516582805231381,4.492010324746516,0.002577924818900316,3.238753114843801,3.622686262224574,8.71074913492299,8.71074913492299,3.3434797672754466,13.493228481941912,13.493228481941912,6.068359508429237
002054.SZ,德美化工,20201231.0,8.15,0,1,1,1,0,6,基础化工,化学制品,纺织化学制品,0.79,通过,0.66,通过,1.16,通过,通过,-0.1,建议参与本次定向增发,14.72,1.0,1.0,1.0,9.35,通过,70.1,中等,19.8,17.0,61.1,较差,15.0,14.75,66.88,较差,16.35,19.25,71.7,中等,19.8,21.38,68.77,较差,20.7,19.5,0.4219,-0.9101,-0.0728,0.3,0.3413,0.4223,0.1014,0.45,0.3878,0.2236,0.1073,0.4417,0.4148,0.1149,0.1149,0.476,8.61,8.61,8.28,8.07,7.66,8.15,7.51,7.51,0.63,0.4223,0.3413,334.0,20201231.0,20201228.0,20201231.0,25.6303,1.7513,2.2854,12.44,1.73,850338.SI,纺织化学制品,15.713121895899999,1.4871924113,1.1013208385,1.4871924113,0.45062014665600003,2.121288344,-0.04165074539999992,2019.0,16.6043816789,0.8804703012999999,0.5233243617,0.8804703012999999,0.5117679416800001,0.8071091609000001,1.9008223503,2018.0,24.555009806399998,0.7560681533,0.2996100931,0.7560681533,0.46024345891999996,0.8717899078,0.061614400699999926,2017.0,24.1190462936,2.003899718,1.4832928413,2.003899718,0.5276829218560001,1.0987616195,0.6731277689,2016.0,20.9210931552,3.4704271224000003,2.8506850632,3.4704271224000003,0.43203944672,1.0579481212000001,0.2566445786999999,2015.0,0.051632573049999915,4.420943955250001,-0.36556212899999974,8.61,8.15,ma20_discount_90,117793006.41,1,2630.8,0.1983,-0.2276,-0.0182,0.5,0.2774,-0.2246,-0.0539,0.4167,0.3022,0.1028,0.0493,0.475,0.3247,-0.05,-0.05,0.464,2629.49,2710.46,2715.57,2605.86,-0.2246,0.2774,673.0,7.0,72.9583142857143,33.2239,116.59397585617276,2.0303857142857145,1.9133,3.7428999999999997,2.7668,105.32169855857144,45.29,,,,,,,,,,,,,,,,,,,,,,,,,,,
002055.SZ,得润电子,20211215.0,16.36,0,0,1,1,1,6,电子,消费电子,消费电子零部件及组装,-2.27,不通过,-0.41,通过,-1.71,不通过,不通过,0.0,不建议本阶段参与该企业的本笔定向增发,-29.65,0.0,0.0,0.0,11.51,不通过,61.17,较差,16.35,18.88,61.58,较差,16.8,18.38,53.5,差,15.0,13.0,54.25,差,15.45,13.0,53.5,差,15.0,13.0,0.594,4.9339,0.3947,0.6,0.5452,2.3008,0.5522,0.5167,0.459,0.7712,0.3702,0.5083,0.4814,0.1229,0.1229,0.492,14.09,13.44,12.92,12.43,12.2,16.36,12.73,11.88,2.56,2.3008,0.5452,334.0,20211215.0,20211212.0,20211215.0,-93.38,4.0002,0.9917,40.69,6.03,850854.SI,消费电子零部件及组装,72.7222851821,1.0783080948000001,1.1783372093,1.0783080948000001,0.9842683084959999,4.0043608371,-8.2165945753,2020.0,74.86212149890001,-6.6512280236,-5.8548108176,-6.6512280236,0.9682167936639999,4.5285716358,0.9965354515000003,2019.0,74.5410556246,2.522688453,2.6102438948,2.522688453,0.9709542025520002,6.382588890599999,-7.0094052626,2018.0,58.510323093100006,1.4833106528,1.7475580796,1.4833106528,0.8365859241520001,5.3229406817000005,-7.0637523056,2017.0,45.8352918658,-0.6092502427,0.3867558513,-0.6092502427,0.703004940976,3.371053574,-2.7205531258,2016.0,0.603594656349999,0.9093852212500184,0.7221901791000003,14.09,16.36,ma20_discount_90,-44722906.95,1,5518.34,0.2795,1.1113,0.0889,0.6,0.2603,1.0103,0.2425,0.5833,0.2656,0.2151,0.1032,0.4583,0.2839,0.0314,0.0314,0.476,5310.43,4889.98,4797.7,4819.48,1.0103,0.2603,674.0,23.0,51.19958260869566,42.5434,35.47010245693948,4.5277521739130435,4.0969,2.992386956521739,2.8063,400.45582945434785,79.76669503000001,,,,,,,,,,,,,,,,,,,,,,,,,,,
002057.SZ,中钢天源,20210304.0,7.87,1,1,1,1,1,8,社会服务,专业服务,检测服务,-2.86,不通过,-0.83,通过,-0.84,通过,通过,-0.15,建议参与本次定向增发,-9.4,0.0,1.0,1.0,7.13,通过,73.45,中等,19.8,20.5,62.2,较差,15.0,13.75,62.08,较差,15.45,15.5,63.05,较差,16.35,17.38,58.75,差,15.0,14.5,0.4006,1.9669,0.1574,0.5,0.3722,0.1367,0.0328,0.45,0.3277,-0.0079,-0.0038,0.4833,0.3943,-0.0609,-0.0609,0.468,7.11,7.14,7.2,7.38,7.69,7.87,7.67,7.55,0.68,0.1367,0.3722,334.0,20210304.0,20210301.0,20210304.0,26.2375,2.8274,2.7076,86.19,10.37,852182.SI,检测服务,13.8148476356,1.594694975,1.3720963973,1.594694975,0.40822589370400003,1.2193224821,-0.48252213599999993,2019.0,12.7941920945,1.2922793395999999,1.2230577227,1.2922793395999999,0.3102172584,0.3596545423,0.3869107613,2018.0,11.5689656609,1.1849464738,1.3571677116999998,1.1849464738,0.28416689824,0.6802841023,0.4716341108999999,2017.0,3.4494371194,-0.0183616033,0.3437687564,-0.0183616033,0.150012808792,0.1057061167,0.23512933119999999,2016.0,3.0725362628,-0.0344638315,0.1640810284,-0.0344638315,0.14902979713599998,0.25218359079999997,-0.017729879299999998,2015.0,0.47707812345,-1.122940987349998,-0.20487425059999986,7.11,7.87,ma20_discount_90,120923655.86,1,6332.88,0.3235,-1.6499,-0.132,0.4,0.3657,-0.1223,-0.0294,0.45,0.3164,-0.1042,-0.05,0.425,0.3308,0.3128,0.3128,0.484,6701.76,6855.08,6792.25,6231.25,-0.1223,0.3657,671.0,11.0,51.197599999999994,45.812,19.399286826347744,5.5001454545454544,4.6231,8.03129090909091,7.1698,93.99111005727273,46.485168449999996,,,,,,,,,,,,,,,,,,,,,,,,,,,
002060.SZ,粤水电,20230602.0,6.47,0,0,0,1,1,5,公用事业,电力,电能综合服务,1.5,通过,0.22,通过,0.69,通过,通过,-0.05,不建议本阶段参与该企业的本笔定向增发,-23.65,0.0,0.0,0.0,4.94,不通过,63.15,较差,17.25,18.0,62.65,较差,17.25,17.12,65.33,较差,17.7,18.38,64.2,较差,17.7,17.25,69.9,较差,18.15,21.38,0.2757,-0.6934,-0.0555,0.45,0.2196,-0.391,-0.0938,0.4167,0.2265,-0.274,-0.1315,0.475,0.3824,-0.1779,-0.1779,0.476,6.62,6.63,6.77,7.02,8.13,6.47,7.21,7.13,0.99,-0.391,0.2196,322.0,20230602.0,20230530.0,20230602.0,39.9852,2.2539,0.7456,26.69,1.63,851610.SI,电能综合服务,169.03881077309998,4.8566050044999995,3.9093234029,4.8566050044999995,8.355185183544,44.123918496099996,-15.149753637699995,2022.0,143.6131376435,4.2639135293,3.280234834,4.2639135293,7.705863168576,9.4050222712,5.342960218099998,2021.0,125.8302487389,3.5148884614,2.6357818552000003,3.5148884614,7.391875597367999,18.7350123572,-3.2649192228999997,2020.0,111.43485046290002,3.0939582654000004,2.3400908742,3.0939582654000004,7.349975282672,30.929451342100002,4.989813127199998,2019.0,83.0838513662,2.5115370028,2.0074856563,2.5115370028,6.474977173016001,13.3223427627,-1.0279466157999992,2018.0,5.942417207399997,-21.604281017099975,-0.67085827155,6.62,6.47,ma20_discount_90,205307130.85,1,3087.16,0.2487,-0.4547,-0.0364,0.55,0.1912,-0.3367,-0.0808,0.4667,0.1805,0.0235,0.0113,0.5,0.2347,-0.0803,-0.0803,0.496,3177.95,3194.37,3200.77,3241.08,-0.3367,0.1912,669.0,13.0,44.25754615384616,32.0788,33.09746525306538,1.8354846153846158,1.4201,2.6140615384615384,1.6101,146.81779846307694,155.41459529,0.8809347324216461,0.8521861698127627,26.88095733709345,2.348221247702121,0.9782196937381084,0.4688112029443271,2.9670497009429018,1.0842093592766873,9.941534687594034,9.941534687594034,17.701781321465504,45.48089451326317,2.3126780086896535,10.323070050772568,89.7389832499568,82.66354999290147,9.199265668953666,1.7953688869668345,0.009472209477675778,13.900175768745035,12.264607555412546,19.17815646548922,19.17815646548922,15.126468871374977,17.704280782943236,17.704280782943236,0.3519039104072009
002062.SZ,宏润建设,20241115.0,4.43,0,0,1,0,1,5,建筑装饰,基础建设,基建市政工程,-0.58,通过,-0.48,通过,-0.58,通过,通过,,不建议本阶段参与该企业的本笔定向增发,-0.68,0.0,1.0,1.0,4.4,不通过,68.53,较差,21.9,15.5,66.72,较差,21.45,14.0,67.92,较差,21.45,14.0,67.62,较差,21.15,13.25,65.2,较差,19.65,13.0,0.4994,1.9961,0.1597,0.65,0.4415,1.0329,0.2479,0.4833,0.3876,0.019,0.0091,0.4167,0.3712,-0.0328,-0.0328,0.44,4.33,4.22,4.05,3.95,4.06,4.43,4.24,4.19,0.63,1.0329,0.4415,333.0,20241115.0,20241112.0,20241115.0,15.2194,1.1021,0.791,7.74,0.6,857236.SI,基建市政工程,64.256643061,4.5089762655,3.3905991874,4.5089762655,0.824490927648,2.2761574389,8.967109037299998,2023.0,86.9888083775,6.4416247155,3.6439047664,6.4416247155,0.700711078016,1.1646505307,12.805703910400002,2022.0,103.2150429302,5.0569017582999995,3.9965971833,5.0569017582999995,0.831083119216,0.6205080915,5.0821633542999995,2021.0,113.1657280824,3.951258523,4.1398293093000005,3.951258523,0.9255871074080001,1.7939739663999998,11.1554825559,2020.0,119.43356934479999,5.2395058669,3.5081536981,5.2395058669,0.997341408744,1.2638928284,12.0388281175,2019.0,-1.9424728414999974,19.479199934599997,0.2739627464000004,4.33,4.43,ma20_discount_90,249632980.21,0,1914.54,0.3014,-0.0276,-0.0022,0.4,0.4251,0.4778,0.1147,0.55,0.3175,0.0935,0.0449,0.4833,0.2706,0.0804,0.0804,0.468,1990.38,1806.41,1786.81,1781.26,0.4778,0.4251,671.0,18.0,32.963744444444444,10.35445,75.33171639125494,1.0978,0.7947500000000001,0.4275055555555555,0.24380000000000002,469.69102258555563,105.833382545,1.2063283182248696,1.0156694807584328,2.7892275573879344,3.556291754412655,0.51977796915766,0.4017854467905258,3.1267643806684724,2.1200818226745097,8.022053070884565,8.022053070884565,28.830499229596175,176.87431452041432,5.276651605004081,15.18796241524063,70.86401582711747,30.75635787341362,2.544170363552789,14.173198195380667,0.03202009600543206,-30.002499918221133,-28.14261720863312,-6.951487353228863,-6.951487353228863,-12.483326071466108,-26.132287291315237,-26.132287291315237,5.784424717180319
002064.SZ,华峰化学,20220304.0,9.58,1,1,1,1,0,7,基础化工,化学纤维,氨纶,0.62,通过,0.42,通过,-0.7,通过,通过,-0.2,建议参与本次定向增发,-32.88,0.0,0.0,0.0,6.43,通过,65.0,较差,15.0,17.0,75.3,中等,22.8,21.0,70.1,中等,18.6,15.5,88.5,良好,27.0,21.0,61.5,较差,15.0,13.5,0.275,-0.2556,-0.0204,0.6,0.3176,-0.4431,-0.1063,0.5167,0.3582,-0.6423,-0.3083,0.4917,0.4433,-0.391,-0.391,0.52,9.7,9.83,10.24,11.73,12.56,9.58,11.77,11.92,1.85,-0.4431,0.3176,335.0,20220304.0,20220301.0,20220304.0,6.1957,2.5765,1.7207,10.86,2.01,850345.SI,氨纶,147.23882559,26.4171248992,22.7913222629,26.4171248992,5.834021169216001,15.8083787799,27.2163608343,2020.0,137.8524759536,21.3220855755,18.4148220293,21.3220855755,4.61747027512,21.0821840311,9.042756110599997,2019.0,44.357138927799994,5.04671557,4.4522140885,5.04671557,1.435038235704,1.7513258709000001,7.3617349009,2018.0,41.4968421389,4.2132113641,3.8549556221,4.2132113641,1.61976892348,0.892328395,2.6636207242000003,2017.0,28.442283684299998,-2.9569202304,-3.0380877291000004,-2.9569202304,1.810997531944,3.7138077089999997,2.4347043345000006,2016.0,-9.9273129667,-51.440843331099984,-10.685204664599999,9.7,9.58,ma20_discount_90,6126594152.64,1,3435.93,0.1796,0.3775,0.0302,0.55,0.3354,-0.7976,-0.1914,0.4667,0.3741,-0.0703,-0.0337,0.5333,0.4419,0.1753,0.1753,0.532,3427.43,3617.49,3790.82,3690.27,-0.7976,0.3354,612.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002065.SZ,东华软件,20210923.0,7.75,1,1,0,0,0,5,计算机,IT服务Ⅱ,IT服务Ⅲ,-1.43,通过,-0.77,通过,0.14,通过,通过,-0.2,不建议本阶段参与该企业的本笔定向增发,-25.16,0.0,0.0,0.0,5.8,不通过,69.33,较差,22.5,14.88,69.92,较差,23.1,17.12,65.07,较差,21.0,14.38,62.52,较差,18.45,14.75,65.88,较差,21.0,16.75,0.3371,1.3989,0.1119,0.45,0.2739,-0.0946,-0.0227,0.3667,0.2751,0.0868,0.0417,0.4417,0.2885,-0.2942,-0.2942,0.424,7.71,7.6,7.6,7.65,8.21,7.75,9.18,8.25,2.01,-0.0946,0.2739,338.0,20210923.0,20210920.0,20210923.0,40.0863,2.3644,2.4037,47.32,3.05,852226.SI,IT服务Ⅲ,91.67186699620001,5.570626134199999,5.503770939,5.570626134199999,0.20546145716800002,1.8669997227000001,2.6443775323,2020.0,88.4901266406,6.1430019407000005,5.8370177201999995,6.1430019407000005,0.18650201724000004,0.9361979302,3.1366100648,2019.0,84.705910841,5.2078574792,8.0640957638,5.2078574792,0.222281039648,1.1639551711,3.1652803516,2018.0,72.9012845342,7.5874133599,6.6379964553,7.5874133599,0.245261716792,0.8365555309999999,0.8402216294,2017.0,64.7674773349,8.980957872100001,8.9964723124,8.980957872100001,0.312223323016,0.8099722555,-5.8210715564,2016.0,0.2604514096500001,-3.4829780775999963,-0.18138432749999914,7.71,7.75,ma20_discount_90,453254645.58,0,3744.06,0.2317,-0.2444,-0.0196,0.5,0.2437,-0.2672,-0.0641,0.4333,0.2291,0.1063,0.051,0.4583,0.2354,-0.2149,-0.2149,0.44,3879.37,3922.04,3805.52,3896.09,-0.2672,0.2437,670.0,19.0,52.82157368421052,41.155,40.64856695793245,3.0113,2.4663,3.10491052631579,2.485,128.50332192526315,71.55376212,,,,,,,,,,,,,,,,,,,,,,,,,,,
002079.SZ,苏州固锝,20210518.0,10.08,1,1,0,1,1,7,电力设备,电池,电池化学品,0.23,通过,0.08,通过,0.41,通过,通过,-0.05,建议参与本次定向增发,38.0,1.0,1.0,1.0,13.91,通过,71.4,中等,18.15,16.88,67.6,较差,17.55,13.75,69.35,较差,17.55,15.5,65.88,较差,16.5,14.12,73.42,中等,19.05,18.75,0.3152765367426983,-0.3921823045419527,-0.03904761904761911,0.47368421052631576,0.2741501493532781,-0.03632457438554715,-0.008840864440078589,0.4745762711864407,0.2436712192799775,0.27186369851489456,0.1223581757508343,0.5294117647058824,,,,,10.465,,10.343166666666667,9.990916666666667,,10.09,,,,-0.10357441732545747,0.29335601758986896,216.0,,,,60.6195,4.0326,3.8006,75.81,6.41,857372.SI,电池化学品,18.0466120003,1.1844651145,0.9037660805,1.1844651145,0.33749228452800006,0.621256031,0.6551461357999999,2020.0,19.8055330906,1.6348486043000001,0.9645413786,1.6348486043000001,0.373863446784,0.9099963812,1.0379124631,2019.0,18.853254871300003,1.5011530046000001,0.9455052355,1.5011530046000001,0.37372229660800005,0.7959684508,0.6413924638000001,2018.0,18.5459146111,1.6894274644,1.0469697701,1.6894274644,0.4109736286,0.6314939956,0.8788744481999999,2017.0,11.873344290999999,1.499689549,1.1340967807,1.499689549,0.385702832752,0.9358830772,0.7547822275999999,2016.0,-0.006876835999999858,0.4033214355000047,0.15834394505000013,9.53,10.08,ma20_discount_90,50405920.9,1,21010.89,0.3887,2.4273,0.1942,0.6,0.3644,1.3556,0.3253,0.5833,0.4139,1.1765,0.5647,0.525,0.4025,1.437,1.437,0.536,18407.15,16625.88,16435.73,13789.39,1.3556,0.3644,670.0,14.0,77.88564285714287,83.7088,36.636364066276215,6.8601285714285725,5.6985,8.318464285714287,6.84725,281.0551003407143,190.11766845,,,,,,,,,,,,,,,,,,,,,,,,,,,
