rank,feature,importance,importance_pct,cum_pct,IV,IV_label,corr,coverage,is_derived
230,总资产,0,0.0,100.00000000000013,0.00010005856602241699,极弱,0.005005429950452681,0.40453074433656955,
231,流动资产,0,0.0,100.00000000000013,0.00010005856602241699,极弱,0.005517036144724263,0.40453074433656955,
232,非流动资产,0,0.0,100.00000000000013,,无法计算,,0.0,
233,总负债,0,0.0,100.00000000000013,0.00010005856602241699,极弱,0.005886363361660471,0.40453074433656955,
234,流动负债,0,0.0,100.00000000000013,0.00010005856602241699,极弱,0.0053879894790056886,0.40453074433656955,
235,非流动负债,0,0.0,100.00000000000013,,无法计算,,0.0,
236,股东权益,0,0.0,100.00000000000013,0.00010005856602241699,极弱,0.0013971246204777625,0.40453074433656955,
237,货币资金,0,0.0,100.00000000000013,0.00010005856602241699,极弱,0.004682255831626483,0.40453074433656955,
238,存货,0,0.0,100.00000000000013,0.00509026579750299,极弱,0.03117352510462591,0.40453074433656955,
239,应收账款,0,0.0,100.00000000000013,0.00010005856602241699,极弱,0.002732355046219572,0.40453074433656955,
240,商誉,0,0.0,100.00000000000013,0.00010005856602241699,极弱,0.004000572860699589,0.40453074433656955,
241,无形资产,0,0.0,100.00000000000013,,无法计算,,0.0,
242,固定资产,0,0.0,100.00000000000013,0.00010005856602241699,极弱,0.0017133790297995492,0.40453074433656955,
243,总股本,0,0.0,100.00000000000013,0.00010005856602241699,极弱,-0.008680626961930504,0.40453074433656955,
244,短期借款,0,0.0,100.00000000000013,0.00010005856602241699,极弱,0.015632411364284844,0.40453074433656955,
245,长期借款,0,0.0,100.00000000000013,0.00010005856602241699,极弱,0.002708681155907968,0.40453074433656955,
246,应付债券,0,0.0,100.00000000000013,0.00010005856602241699,极弱,-0.028661562415481776,0.3236245954692557,
247,资产负债比,0,0.0,100.00000000000013,0.00010005856602241699,极弱,-0.006206485498722776,0.40453074433656955,
248,资产负债率,0,0.0,100.00000000000013,0.00509026579750299,极弱,0.004569743380630317,0.40453074433656955,
249,利息资本化率,0,0.0,100.00000000000013,0.00010005856602241699,极弱,0.028900739710305004,0.40453074433656955,
250,产权比率,0,0.0,100.00000000000013,0.00509026579750299,极弱,0.01611605226455745,0.40453074433656955,
251,已获利息倍数,0,0.0,100.00000000000013,0.00509026579750299,极弱,0.02245055495681771,0.40453074433656955,
252,研发费用率,0,0.0,100.00000000000013,0.00509026579750299,极弱,0.03654225374915193,0.40453074433656955,
253,营收增长,0,0.0,100.00000000000013,0.00509026579750299,极弱,0.007161888447650871,0.40453074433656955,
254,利润增长,0,0.0,100.00000000000013,0.00509026579750299,极弱,0.008380565627978101,0.40453074433656955,
255,净利增长,0,0.0,100.00000000000013,0.012967290069900713,极弱,0.04237024603213228,0.40453074433656955,
256,扣非净利增长,0,0.0,100.00000000000013,0.012967290069900713,极弱,0.0452003701693272,0.40453074433656955,
257,归母净利润,0,0.0,100.00000000000013,0.00010005856602241699,极弱,0.0069765634000874335,0.40453074433656955,
258,净利润_y,0,0.0,100.00000000000013,0.00010005856602241699,极弱,0.0068279358839441785,0.40453074433656955,
259,利润总额,0,0.0,100.00000000000013,0.00010005856602241699,极弱,0.006661809074206448,0.40453074433656955,
260,营业利润,0,0.0,100.00000000000013,0.00010005856602241699,极弱,0.006651759881327105,0.40453074433656955,
261,营业收入,0,0.0,100.00000000000013,0.00010005856602241699,极弱,0.005550274499922354,0.40453074433656955,
262,营业总收入,0,0.0,100.00000000000013,0.00010005856602241699,极弱,0.005550274499922354,0.40453074433656955,
263,无形资产占比,0,0.0,100.00000000000013,,无法计算,,0.0,
264,商誉占总资产比,0,0.0,100.00000000000013,0.00010005856602241699,极弱,-0.018945688009472304,0.40453074433656955,
265,流动比率_bs,0,0.0,100.00000000000013,0.00010005856602241699,极弱,0.000767517770490448,0.40453074433656955,
266,营业利润率_is,0,0.0,100.00000000000013,0.012967290069900713,极弱,0.04898328943164935,0.40453074433656955,
267,fin_exp,0,0.0,100.00000000000013,0.012967290069900713,极弱,0.0066650697369066425,0.40453074433656955,
268,sell_exp,0,0.0,100.00000000000013,,无法计算,,0.0,
269,基本EPS,0,0.0,100.00000000000013,,无法计算,,0.0,
270,EBIT,0,0.0,100.00000000000013,,无法计算,,0.0,
271,EBITDA,0,0.0,100.00000000000013,,无法计算,,0.0,
272,admin_exp,0,0.0,100.00000000000013,0.00010005856602241699,极弱,0.004239612384351124,0.40453074433656955,
273,FCF年份_T2,0,0.0,100.00000000000013,0.1972884475990379,中等,-0.024967040248472804,85.51779935275081,
274,营运资金变动_T3,0,0.0,100.00000000000013,,无法计算,,85.43689320388349,
275,FCF年份_T3,0,0.0,100.00000000000013,0.19567345452218698,中等,-0.0235295770538024,85.43689320388349,
276,营运资金变动_T,0,0.0,100.00000000000013,,无法计算,,85.51779935275081,
277,营运资金变动_T1,0,0.0,100.00000000000013,,无法计算,,85.51779935275081,
278,FCF年份_T1,0,0.0,100.00000000000013,0.1972884475990379,中等,-0.024967040248472804,85.51779935275081,
279,sw_l3_code,0,0.0,100.00000000000013,,无法计算,,0.0,
280,sw_l3_name,0,0.0,100.00000000000013,,无法计算,,0.0,
281,经营现金流,0,0.0,100.00000000000013,0.00010005856602241699,极弱,0.0033754394037944016,0.40453074433656955,
282,净利润率_is,0,0.0,100.00000000000013,0.012967290069900713,极弱,0.0469041022375482,0.40453074433656955,
283,管理费用率,0,0.0,100.00000000000013,0.0035794817075364615,极弱,-0.04604101177553294,0.40453074433656955,
284,销售费用率,0,0.0,100.00000000000013,,无法计算,,0.0,
285,研发费用率_is,0,0.0,100.00000000000013,0.00509026579750299,极弱,0.021778580515565683,0.40453074433656955,
286,NOPAT_T2,0,0.0,100.00000000000013,0.037420110454592516,弱,-0.0019501176319370113,85.51779935275081,
287,营运资金变动_T2,0,0.0,100.00000000000013,,无法计算,,85.51779935275081,
288,rd_exp,0,0.0,100.00000000000013,0.00010005856602241699,极弱,0.005058883932251283,0.40453074433656955,
289,sw_l1_name,0,0.0,100.00000000000013,,无法计算,,0.0,
290,sw_l1_code,0,0.0,100.00000000000013,,无法计算,,0.0,
291,net_profit,0,0.0,100.00000000000013,,无法计算,,0.0,
292,筹资活动现金流,0,0.0,100.00000000000013,,无法计算,,0.0,
293,投资活动现金流,0,0.0,100.00000000000013,,无法计算,,0.0,
294,经营活动现金流小计,0,0.0,100.00000000000013,,无法计算,,0.0,
295,投资现金流,0,0.0,100.00000000000013,,无法计算,,0.0,
296,sw_l2_name,0,0.0,100.00000000000013,,无法计算,,0.0,
297,溢价率,0,0.0,100.00000000000013,,无法计算,,99.67637540453075,
298,无风险利率,0,0.0,100.00000000000013,,无法计算,,99.67637540453075,
299,净资产负债表,0,0.0,100.00000000000013,,无法计算,,14.320388349514563,
300,净债务,0,0.0,100.00000000000013,,无法计算,,14.320388349514563,
301,sw_l2_code,0,0.0,100.00000000000013,,无法计算,,0.0,
302,step3通过,0,0.0,100.00000000000013,0.0,极弱,-0.012128092500261983,100.0,
303,融资金额,0,0.0,100.00000000000013,,无法计算,,99.67637540453075,
304,锁定期,0,0.0,100.00000000000013,,无法计算,,99.67637540453075,
305,溢价率下限,0,0.0,100.00000000000013,,无法计算,,85.84142394822007,
306,Beta,0,0.0,100.00000000000013,,无法计算,,14.320388349514563,
307,营业利润率,0,0.0,100.00000000000013,,无法计算,,14.320388349514563,
308,营收增长率,0,0.0,100.00000000000013,,无法计算,,14.320388349514563,
309,参数构造_通过,0,0.0,100.00000000000013,0.0,极弱,-0.01743767281647307,100.0,
310,反向推算_通过,0,0.0,100.00000000000013,0.0,极弱,-0.018865997055164868,100.0,
311,行业PS,0,0.0,100.00000000000013,,无法计算,,0.0,
312,行情_时间匹配,0,0.0,100.00000000000013,0.0,极弱,-0.03346750638398541,100.0,
313,有效阈值数_excel,0,0.0,100.00000000000013,0.000458265566595381,极弱,0.004765396684002535,98.2200647249191,
314,定增建议参与,0,0.0,100.00000000000013,0.0,极弱,0.019859415075787763,100.0,
315,溢价率下限_excel,0,0.0,100.00000000000013,,无法计算,,84.78964401294499,
316,总分_趋势,0,0.0,100.00000000000013,,无法计算,,0.0,
317,成长能力_趋势,0,0.0,100.00000000000013,,无法计算,,0.0,
318,盈利能力_趋势,0,0.0,100.00000000000013,,无法计算,,0.0,
319,市场指数_通过,0,0.0,100.00000000000013,0.0,极弱,0.029373991626893213,100.0,
320,综合趋势,0,0.0,100.00000000000013,,无法计算,,0.0,
