特征,系数(标准化后),影响,影响强度
行业区间收益_250d,0.1832600241142695,↑正相关（高分→盈利）,★★
同行PE_标准差,0.1803599747212511,↑正相关（高分→盈利）,★★
资本支出_T1,0.1800364024691164,↑正相关（高分→盈利）,★★
净利润_fcf_加速,0.17955253296820772,↑正相关（高分→盈利）,★★
成长能力_T-1,0.17790127841436928,↑正相关（高分→盈利）,★★
MA60,0.17767644573092134,↑正相关（高分→盈利）,★★
同行PS_均值,0.17593992974102612,↑正相关（高分→盈利）,★★
行业PE_120d增长,0.1698768708442335,↑正相关（高分→盈利）,★★
流动资产周转率,0.16919607942439768,↑正相关（高分→盈利）,★★
行业区间收益_20d,0.16838692703616479,↑正相关（高分→盈利）,★★
行业年化收益_20d,0.16551152024410576,↑正相关（高分→盈利）,★★
波动率_20d,0.16026199685768736,↑正相关（高分→盈利）,★★
胜率_250d,0.15884654039633983,↑正相关（高分→盈利）,★★
行业波动率_60d,0.14648792914060846,↑正相关（高分→盈利）,★
行业波动率_总,0.14648792914060846,↑正相关（高分→盈利）,★
营业利润_YoY,0.1433044314060352,↑正相关（高分→盈利）,★
NOPAT_YoY,0.14258429408403625,↑正相关（高分→盈利）,★
市场胜率_120d,0.14230213072911152,↑正相关（高分→盈利）,★
利息资本化率,0.1387008034585856,↑正相关（高分→盈利）,★
区间收益_120d,0.13523141808901126,↑正相关（高分→盈利）,★
成长能力_delta_4y,0.1293689675287148,↑正相关（高分→盈利）,★
波动率,0.1198166140976777,↑正相关（高分→盈利）,★
子场景通过数,0.11718791293951138,↑正相关（高分→盈利）,★
行业PB_60d增长,0.11484285741540765,↑正相关（高分→盈利）,★
研发费用率,0.11346266985214006,↑正相关（高分→盈利）,★
净利润_fcf_T2,0.11095686755714328,↑正相关（高分→盈利）,★
年化收益_20d,0.11094137047912767,↑正相关（高分→盈利）,★
行业波动率_250d,0.11005934403951939,↑正相关（高分→盈利）,★
净利润_fcf_T4,0.10664505541414188,↑正相关（高分→盈利）,★
行业MA60,0.10095785753737548,↑正相关（高分→盈利）,★
总分_delta_4y,0.09568849532797875,↑正相关（高分→盈利）,★
ROE增长,0.08809458101566653,↑正相关（高分→盈利）,★
利润增长,0.07277057445065808,↑正相关（高分→盈利）,★
区间收益_20d,0.06959088966701846,↑正相关（高分→盈利）,★
折旧_T,0.059438283357151185,↑正相关（高分→盈利）,★
资本支出_YoY,0.058364822542487864,↑正相关（高分→盈利）,★
邀请日,0.0512040462289178,↑正相关（高分→盈利）,★
胜率_120d,0.04905385407276047,↑正相关（高分→盈利）,★
个股PB,0.04729245417023765,↑正相关（高分→盈利）,★
行业PE,0.04298154378225838,↑正相关（高分→盈利）,★
行业漂移率,0.04178218495088511,↑正相关（高分→盈利）,★
行业年化收益_60d,0.04178218495088511,↑正相关（高分→盈利）,★
ROE摊薄,0.04071223057558317,↑正相关（高分→盈利）,★
ROE,0.04071223057558317,↑正相关（高分→盈利）,★
FCF_margin,0.040342105087013386,↑正相关（高分→盈利）,★
MA250,0.03929533941334159,↑正相关（高分→盈利）,★
行业区间收益_60d,0.03801274137920066,↑正相关（高分→盈利）,★
行业总天数,0.03266925641037752,↑正相关（高分→盈利）,★
盈利能力_T-3,0.03241127775915036,↑正相关（高分→盈利）,★
营业利润_T4,0.029600106192367026,↑正相关（高分→盈利）,★
NOPAT_T4,0.029600106192367026,↑正相关（高分→盈利）,★
DCF估值_通过,0.028442259971028047,↑正相关（高分→盈利）,★
成长能力_delta_1y,0.028341477383053135,↑正相关（高分→盈利）,★
个股PS,0.023736197044985505,↑正相关（高分→盈利）,★
报价日_md,0.02123040312562807,↑正相关（高分→盈利）,★
最新交易日,0.02123040312562807,↑正相关（高分→盈利）,★
NOPAT_T,0.01996620878913668,↑正相关（高分→盈利）,★
营业利润_T,0.01751808133194014,↑正相关（高分→盈利）,★
capex_intensity,0.017476631567334304,↑正相关（高分→盈利）,★
step2通过,0.015018398090093598,↑正相关（高分→盈利）,★
行业胜率_60d,0.01142846858134924,↑正相关（高分→盈利）,★
总分_delta_2y,0.011382419005094018,↑正相关（高分→盈利）,★
修正PE估值_通过,0.010590819481503578,↑正相关（高分→盈利）,★
个股PE,0.008100303004631765,↑正相关（高分→盈利）,★
折旧_T3,-0.0015150780166281132,↓负相关（高分→亏损）,★
行业级别,-0.015521816892570523,↓负相关（高分→亏损）,★
price_vs_MA250,-0.02192414977548528,↓负相关（高分→亏损）,★
溢价率上限,-0.02422510497464688,↓负相关（高分→亏损）,★
FCF_3年斜率,-0.024334189363140264,↓负相关（高分→亏损）,★
现金利息负债比,-0.026516471335648918,↓负相关（高分→亏损）,★
行业PE_通过,-0.028986033918942902,↓负相关（高分→亏损）,★
行业PE_250d增长,-0.030971154087343227,↓负相关（高分→亏损）,★
资本支出_加速,-0.03173764275665861,↓负相关（高分→亏损）,★
同行PS_中位,-0.03226959807698549,↓负相关（高分→亏损）,★
资产负债率,-0.037630274036113576,↓负相关（高分→亏损）,★
胜率_60d,-0.038437921365725713,↓负相关（高分→亏损）,★
FCF_CAGR2,-0.041588824959909,↓负相关（高分→亏损）,★
行业PE_60d增长,-0.047136659777621576,↓负相关（高分→亏损）,★
毛利率,-0.05140884782152432,↓负相关（高分→亏损）,★
胜率_20d,-0.05940714526185185,↓负相关（高分→亏损）,★
蒙特卡洛_通过,-0.06031535006876594,↓负相关（高分→亏损）,★
同行公司数,-0.06691610112438401,↓负相关（高分→亏损）,★
已获利息倍数,-0.0689891057085487,↓负相关（高分→亏损）,★
现金流动负债比,-0.07564278197956949,↓负相关（高分→亏损）,★
FCF_conversion,-0.08380051777771619,↓负相关（高分→亏损）,★
营业利润_T2,-0.08632107829341114,↓负相关（高分→亏损）,★
NOPAT_T2,-0.08839254705720076,↓负相关（高分→亏损）,★
FCF年份_T,-0.08873307541445544,↓负相关（高分→亏损）,★
FCF年份_T2,-0.08873307541445544,↓负相关（高分→亏损）,★
FCF年份_T1,-0.08873307541445544,↓负相关（高分→亏损）,★
存货周转率,-0.09084781634956803,↓负相关（高分→亏损）,★
行业PB_250d增长,-0.09245258281231174,↓负相关（高分→亏损）,★
市场年化收益_120d,-0.09263938069147579,↓负相关（高分→亏损）,★
PE_vs_行业,-0.09593170314317602,↓负相关（高分→亏损）,★
行业MA20,-0.09881659586796014,↓负相关（高分→亏损）,★
营收_T4,-0.09951785514095175,↓负相关（高分→亏损）,★
总分_T,-0.10642891288941914,↓负相关（高分→亏损）,★
资本支出_T4,-0.11130080502445575,↓负相关（高分→亏损）,★
个股PE_通过,-0.11350976431623173,↓负相关（高分→亏损）,★
净利润_fcf_YoY,-0.11738715081310104,↓负相关（高分→亏损）,★
流动比率,-0.12089269020686824,↓负相关（高分→亏损）,★
盈利能力_T,-0.1309136544339464,↓负相关（高分→亏损）,★
FCF_T,-0.13171870398437657,↓负相关（高分→亏损）,★
行业波动率_20d,-0.13596480832512298,↓负相关（高分→亏损）,★
行业波动率_120d,-0.136793365477745,↓负相关（高分→亏损）,★
总资产周转率,-0.14038670467367192,↓负相关（高分→亏损）,★
行业胜率_20d,-0.1441792957831457,↓负相关（高分→亏损）,★
折旧_T4,-0.1455420149262642,↓负相关（高分→亏损）,★
成长能力_T-2,-0.14593595527701606,↓负相关（高分→亏损）,★
年化收益_250d,-0.14739639333013968,↓负相关（高分→亏损）,★
区间收益_250d,-0.14739639333013968,↓负相关（高分→亏损）,★
数据天数,-0.1475706750604438,↓负相关（高分→亏损）,★
price_vs_MA120,-0.1477497021989645,↓负相关（高分→亏损）,★
市场波动率比值,-0.14880948544803282,↓负相关（高分→亏损）,★
净利率,-0.15265069353124738,↓负相关（高分→亏损）,★★
vol_ratio_20_60,-0.15630399319270466,↓负相关（高分→亏损）,★★
FCF_T2,-0.15698164634028394,↓负相关（高分→亏损）,★★
行业胜率_250d,-0.16787729441239363,↓负相关（高分→亏损）,★★
营业利润_加速,-0.17330192405847727,↓负相关（高分→亏损）,★★
NOPAT_加速,-0.1737051890021528,↓负相关（高分→亏损）,★★
营收增长,-0.18051373439002605,↓负相关（高分→亏损）,★★
年化收益_120d,-0.1810717846127827,↓负相关（高分→亏损）,★★
行业PB,-0.18558119340940357,↓负相关（高分→亏损）,★★
成长能力_T-3,-0.1856740913194593,↓负相关（高分→亏损）,★★
行业PB_120d增长,-0.18852240237424633,↓负相关（高分→亏损）,★★
同行市值_中位,-0.18875349201537558,↓负相关（高分→亏损）,★★
资本支出_T,-0.19649974271370563,↓负相关（高分→亏损）,★★
NOPAT_3年斜率,-0.20891846853950308,↓负相关（高分→亏损）,★★
成长能力_delta_2y,-0.21698099021069178,↓负相关（高分→亏损）,★★
扣非净利增长,-0.21808288053004707,↓负相关（高分→亏损）,★★
净利增长,-0.21808288053004707,↓负相关（高分→亏损）,★★
营收增长2,-0.2192836308235291,↓负相关（高分→亏损）,★★
盈利能力_delta_1y,-0.22195949494046033,↓负相关（高分→亏损）,★★
总资产净利率,-0.22228991999887446,↓负相关（高分→亏损）,★★
总分_T-2,-0.2262261393962759,↓负相关（高分→亏损）,★★
中位价,-0.22726977991261624,↓负相关（高分→亏损）,★★
市场距离MA250,-0.23827440577168763,↓负相关（高分→亏损）,★★
资本支出_T3,-0.24232330301621197,↓负相关（高分→亏损）,★★
盈利能力_斜率,-0.24480807759771134,↓负相关（高分→亏损）,★★
总分_delta_1y,-0.2465637481201704,↓负相关（高分→亏损）,★★
波动率_250d,-0.24974455481986468,↓负相关（高分→亏损）,★★
同行PB_中位,-0.25149933727619694,↓负相关（高分→亏损）,★★
总营收增长,-0.2536831662074454,↓负相关（高分→亏损）,★★
行业区间收益_120d,-0.2537179951283863,↓负相关（高分→亏损）,★★
行业年化收益_120d,-0.2546573825200218,↓负相关（高分→亏损）,★★
净利润_fcf_T1,-0.26409614631689043,↓负相关（高分→亏损）,★★
FCF_T3,-0.26472156564948846,↓负相关（高分→亏损）,★★
净利润,-0.2700705642272743,↓负相关（高分→亏损）,★★
行业MA120,-0.29508390302589693,↓负相关（高分→亏损）,★★
price_vs_MA20,-0.2976115479793502,↓负相关（高分→亏损）,★★
capex_to_dep,-0.3033186783308788,↓负相关（高分→亏损）,★★★
报价日价格,-0.30784013413221933,↓负相关（高分→亏损）,★★★
NOPAT_margin,-0.3160923253848445,↓负相关（高分→亏损）,★★★
成长能力_T-4,-0.3202437584951771,↓负相关（高分→亏损）,★★★
应收账款周转率,-0.33640804880935843,↓负相关（高分→亏损）,★★★
NOPAT_CAGR2,-0.3371548050345176,↓负相关（高分→亏损）,★★★
营业利润_CAGR2,-0.33817458329551664,↓负相关（高分→亏损）,★★★
FCF_加速,-0.34622166809694244,↓负相关（高分→亏损）,★★★
营业利润_T3,-0.3557119792875277,↓负相关（高分→亏损）,★★★
NOPAT_T3,-0.3557119792875277,↓负相关（高分→亏损）,★★★
均价_all,-0.3619622639707392,↓负相关（高分→亏损）,★★★
总分_T-1,-0.36611864979330877,↓负相关（高分→亏损）,★★★
PE_vs_同行中位,-0.3743052059122884,↓负相关（高分→亏损）,★★★
营收_CAGR2,-0.37479573775775554,↓负相关（高分→亏损）,★★★
FCF年份_T3,-0.391725314700074,↓负相关（高分→亏损）,★★★
同行PB_均值,-0.4684354739037766,↓负相关（高分→亏损）,★★★
PS_vs_同行均值,-0.46901039002959743,↓负相关（高分→亏损）,★★★
同行PE_均值,-0.5343722247979307,↓负相关（高分→亏损）,★★★
FCF_T1,-0.5776787266140093,↓负相关（高分→亏损）,★★★
资本支出_T2,-0.5882150044082275,↓负相关（高分→亏损）,★★★
区间收益_60d,-0.6343922699659098,↓负相关（高分→亏损）,★★★
成长能力_斜率,-0.6354837688842849,↓负相关（高分→亏损）,★★★
报价日MA20,-0.7028448829650934,↓负相关（高分→亏损）,★★★
波动率_60d,-0.779851416030171,↓负相关（高分→亏损）,★★★
盈利能力_T-1,-0.7848458203101892,↓负相关（高分→亏损）,★★★
折旧_T1,-0.8361143036968008,↓负相关（高分→亏损）,★★★
MA120,-0.8675135523875775,↓负相关（高分→亏损）,★★★
FCF_T4,-0.8916594639812631,↓负相关（高分→亏损）,★★★
营收_T3,-0.9009328426337418,↓负相关（高分→亏损）,★★★
PB_vs_行业,-1.1265917929696756,↓负相关（高分→亏损）,★★★
