特征,系数(标准化后),影响,影响强度
净利润_fcf_T4,0.098183014200254,↑正相关（高分→盈利）,★
区间收益_20d,0.09476325004730617,↑正相关（高分→盈利）,★
ROE增长,0.07991619310451398,↑正相关（高分→盈利）,★
行业波动率_250d,0.06915611816262017,↑正相关（高分→盈利）,★
邀请日,0.06866951079535914,↑正相关（高分→盈利）,★
资本支出_YoY,0.06752163037488715,↑正相关（高分→盈利）,★
总分_delta_4y,0.0633716036410629,↑正相关（高分→盈利）,★
ROE摊薄,0.04668193103582406,↑正相关（高分→盈利）,★
ROE,0.04668193103582406,↑正相关（高分→盈利）,★
报价日_md,0.04207351318247185,↑正相关（高分→盈利）,★
FCF_margin,0.04150653670710395,↑正相关（高分→盈利）,★
行业总天数,0.035033624594743365,↑正相关（高分→盈利）,★
NOPAT_T,0.034924332221381534,↑正相关（高分→盈利）,★
行业PE,0.03265184610922141,↑正相关（高分→盈利）,★
NOPAT_T4,0.03264726967118275,↑正相关（高分→盈利）,★
营业利润_T4,0.03264726967118275,↑正相关（高分→盈利）,★
胜率_120d,0.032514259602952386,↑正相关（高分→盈利）,★
行业漂移率,0.03191788744110898,↑正相关（高分→盈利）,★
行业年化收益_60d,0.03191788744110898,↑正相关（高分→盈利）,★
营业利润_T,0.03140135618327835,↑正相关（高分→盈利）,★
成长能力_delta_1y,0.03109899453112081,↑正相关（高分→盈利）,★
盈利能力_T-3,0.03106991931990689,↑正相关（高分→盈利）,★
行业区间收益_60d,0.02822317011472904,↑正相关（高分→盈利）,★
总分_delta_2y,0.026896161496386167,↑正相关（高分→盈利）,★
capex_intensity,0.02617624933978106,↑正相关（高分→盈利）,★
市场距离MA250,0.02404216830954409,↑正相关（高分→盈利）,★
行业胜率_60d,0.020804664232126128,↑正相关（高分→盈利）,★
个股PB,0.013430223786210812,↑正相关（高分→盈利）,★
溢价率上限,0.004902716385702845,↑正相关（高分→盈利）,★
price_vs_MA250,0.0012369652905560335,↑正相关（高分→盈利）,★
个股PE,0.00019672170226906881,↑正相关（高分→盈利）,★
胜率_60d,-0.009409469428495694,↓负相关（高分→亏损）,★
个股PS,-0.009797824742331429,↓负相关（高分→亏损）,★
现金利息负债比,-0.011201800001952278,↓负相关（高分→亏损）,★
折旧_T3,-0.019175441466764694,↓负相关（高分→亏损）,★
FCF_3年斜率,-0.025313751977773025,↓负相关（高分→亏损）,★
同行PS_中位,-0.029366559800086078,↓负相关（高分→亏损）,★
FCF_CAGR2,-0.033097979805929066,↓负相关（高分→亏损）,★
行业PE_250d增长,-0.03918326646605461,↓负相关（高分→亏损）,★
资产负债率,-0.04464910557557482,↓负相关（高分→亏损）,★
行业PE_60d增长,-0.04896883685450815,↓负相关（高分→亏损）,★
胜率_20d,-0.06252572953134668,↓负相关（高分→亏损）,★
已获利息倍数,-0.06300978324389202,↓负相关（高分→亏损）,★
毛利率,-0.0646502826107989,↓负相关（高分→亏损）,★
营收_T4,-0.06928281316308375,↓负相关（高分→亏损）,★
营业利润_T2,-0.07558057452663548,↓负相关（高分→亏损）,★
NOPAT_T2,-0.07799586406670712,↓负相关（高分→亏损）,★
存货周转率,-0.08157570286175794,↓负相关（高分→亏损）,★
PE_vs_行业,-0.08697710331009523,↓负相关（高分→亏损）,★
现金流动负债比,-0.08740435978873408,↓负相关（高分→亏损）,★
资本支出_T4,-0.09123287747004412,↓负相关（高分→亏损）,★
资本支出_加速,-0.09261863381976136,↓负相关（高分→亏损）,★
市场年化收益_120d,-0.09377909634892026,↓负相关（高分→亏损）,★
FCF_conversion,-0.0940333671191848,↓负相关（高分→亏损）,★
同行公司数,-0.09548231274411238,↓负相关（高分→亏损）,★
price_vs_MA120,-0.09714282746010108,↓负相关（高分→亏损）,★
行业PB_250d增长,-0.10659129575523847,↓负相关（高分→亏损）,★
盈利能力_T,-0.11406581945550044,↓负相关（高分→亏损）,★
行业波动率_120d,-0.11671134627136077,↓负相关（高分→亏损）,★
净利率,-0.11766021994681174,↓负相关（高分→亏损）,★
FCF年份_T1,-0.12068874274409422,↓负相关（高分→亏损）,★
FCF年份_T,-0.12068874274409422,↓负相关（高分→亏损）,★
FCF年份_T2,-0.12068874274409422,↓负相关（高分→亏损）,★
净利润_fcf_YoY,-0.12310193474406188,↓负相关（高分→亏损）,★
FCF_T,-0.1293733590436544,↓负相关（高分→亏损）,★
总资产周转率,-0.1308332658394404,↓负相关（高分→亏损）,★
行业MA20,-0.1349276788443325,↓负相关（高分→亏损）,★
行业胜率_20d,-0.1359815145503313,↓负相关（高分→亏损）,★
总分_T,-0.14027844329282801,↓负相关（高分→亏损）,★
成长能力_T-2,-0.1409790535601942,↓负相关（高分→亏损）,★
数据天数,-0.14387333626221835,↓负相关（高分→亏损）,★
行业波动率_20d,-0.1495031427255333,↓负相关（高分→亏损）,★
流动比率,-0.15634364382873853,↓负相关（高分→亏损）,★★
FCF_T2,-0.15756145071212802,↓负相关（高分→亏损）,★★
区间收益_250d,-0.15906364613248375,↓负相关（高分→亏损）,★★
年化收益_250d,-0.15906364613248375,↓负相关（高分→亏损）,★★
vol_ratio_20_60,-0.16013242392680935,↓负相关（高分→亏损）,★★
折旧_T4,-0.16252131608571443,↓负相关（高分→亏损）,★★
营业利润_加速,-0.16619900274914223,↓负相关（高分→亏损）,★★
行业PB_120d增长,-0.166528784588237,↓负相关（高分→亏损）,★★
NOPAT_加速,-0.16653787484952404,↓负相关（高分→亏损）,★★
行业PB,-0.17013101557943913,↓负相关（高分→亏损）,★★
年化收益_120d,-0.17417920791690777,↓负相关（高分→亏损）,★★
成长能力_T-3,-0.19075613957666304,↓负相关（高分→亏损）,★★
行业胜率_250d,-0.1915134955045032,↓负相关（高分→亏损）,★★
市场波动率比值,-0.20165406880108752,↓负相关（高分→亏损）,★★
扣非净利增长,-0.20955197591197747,↓负相关（高分→亏损）,★★
净利增长,-0.20955197591197747,↓负相关（高分→亏损）,★★
营收增长,-0.21232186487066,↓负相关（高分→亏损）,★★
成长能力_delta_2y,-0.21331917095316602,↓负相关（高分→亏损）,★★
资本支出_T3,-0.21470937603758927,↓负相关（高分→亏损）,★★
同行市值_中位,-0.21804563607468805,↓负相关（高分→亏损）,★★
行业MA120,-0.21999235558059954,↓负相关（高分→亏损）,★★
NOPAT_3年斜率,-0.22054039988251414,↓负相关（高分→亏损）,★★
总分_delta_1y,-0.221721206987773,↓负相关（高分→亏损）,★★
盈利能力_delta_1y,-0.2235036107445817,↓负相关（高分→亏损）,★★
营收增长2,-0.22642702698970774,↓负相关（高分→亏损）,★★
盈利能力_斜率,-0.2329449479218736,↓负相关（高分→亏损）,★★
波动率_250d,-0.2378256198632371,↓负相关（高分→亏损）,★★
总分_T-2,-0.24376363821154434,↓负相关（高分→亏损）,★★
行业区间收益_120d,-0.2503231702680865,↓负相关（高分→亏损）,★★
行业年化收益_120d,-0.25142480260163697,↓负相关（高分→亏损）,★★
资本支出_T,-0.2524776596116399,↓负相关（高分→亏损）,★★
总营收增长,-0.25288511359091315,↓负相关（高分→亏损）,★★
净利润,-0.2554021638916029,↓负相关（高分→亏损）,★★
中位价,-0.2620675652820871,↓负相关（高分→亏损）,★★
FCF_T3,-0.2632865079816651,↓负相关（高分→亏损）,★★
总资产净利率,-0.27398992903098185,↓负相关（高分→亏损）,★★
capex_to_dep,-0.27894418968411383,↓负相关（高分→亏损）,★★
同行PB_中位,-0.28276556140375925,↓负相关（高分→亏损）,★★
FCF年份_T3,-0.28403587907311023,↓负相关（高分→亏损）,★★
净利润_fcf_T1,-0.2875324781678844,↓负相关（高分→亏损）,★★
price_vs_MA20,-0.3007266376715929,↓负相关（高分→亏损）,★★★
NOPAT_margin,-0.30840056097943097,↓负相关（高分→亏损）,★★★
PE_vs_同行中位,-0.327134490266718,↓负相关（高分→亏损）,★★★
营业利润_CAGR2,-0.3318033395895161,↓负相关（高分→亏损）,★★★
NOPAT_CAGR2,-0.33182043032543584,↓负相关（高分→亏损）,★★★
应收账款周转率,-0.3340144720435237,↓负相关（高分→亏损）,★★★
成长能力_T-4,-0.3670353087655617,↓负相关（高分→亏损）,★★★
总分_T-1,-0.3679870491803094,↓负相关（高分→亏损）,★★★
FCF_加速,-0.3890893283569472,↓负相关（高分→亏损）,★★★
营业利润_T3,-0.39061190660731815,↓负相关（高分→亏损）,★★★
NOPAT_T3,-0.39061190660731815,↓负相关（高分→亏损）,★★★
营收_CAGR2,-0.40883483140259486,↓负相关（高分→亏损）,★★★
报价日价格,-0.42869877186298666,↓负相关（高分→亏损）,★★★
均价_all,-0.4324887966156164,↓负相关（高分→亏损）,★★★
PS_vs_同行均值,-0.4537847832448088,↓负相关（高分→亏损）,★★★
同行PE_均值,-0.5095385805049882,↓负相关（高分→亏损）,★★★
同行PB_均值,-0.532901231259696,↓负相关（高分→亏损）,★★★
FCF_T1,-0.6001718796236903,↓负相关（高分→亏损）,★★★
报价日MA20,-0.6129599607637547,↓负相关（高分→亏损）,★★★
资本支出_T2,-0.6427434774804859,↓负相关（高分→亏损）,★★★
成长能力_斜率,-0.6665726736792613,↓负相关（高分→亏损）,★★★
区间收益_60d,-0.6997589479648484,↓负相关（高分→亏损）,★★★
波动率_60d,-0.7162140324462077,↓负相关（高分→亏损）,★★★
盈利能力_T-1,-0.7781503605668197,↓负相关（高分→亏损）,★★★
MA120,-0.812954313121546,↓负相关（高分→亏损）,★★★
折旧_T1,-0.8499804991925903,↓负相关（高分→亏损）,★★★
FCF_T4,-0.8718873318234736,↓负相关（高分→亏损）,★★★
营收_T3,-1.0211208484364085,↓负相关（高分→亏损）,★★★
PB_vs_行业,-1.0796465836970104,↓负相关（高分→亏损）,★★★
